Hour,Spot,FD1_down,FD2_down,FD1_up,FD2_up,Spot^2,Spot FD1_down,Spot FD2_down,Spot FD1_up,Spot FD2_up,FD1_down^2,FD1_down FD2_down,FD1_down FD1_up,FD1_down FD2_up,FD2_down^2,FD2_down FD1_up,FD2_down FD2_up,FD1_up^2,FD1_up FD2_up,FD2_up^2
1026,115.459999,7.0,7.19839,14.14687,17.76934,13331.01136908,808.2199929999999,831.1261022016099,1633.39759605313,2051.64797863066,49.0,50.388729999999995,99.02808999999999,124.38538,51.8168185921,101.83468753929999,127.9106393626,200.1339307969,251.3805429658,315.7494440356
1027,105.980003,7.0,7.19839,17.17292,17.80485,11231.761035880008,741.860021,762.88539379517,1819.9861131187602,1886.9580564145497,49.0,50.388729999999995,120.21044,124.63394999999998,51.8168185921,123.61737559880001,128.16625419149997,294.9091813264,305.761264662,317.0126835224999
1028,84.480003,7.0,7.19839,12.76216,17.7115,7136.870906880008,591.360021,608.12000879517,1078.14731508648,1496.2675731345,49.0,50.388729999999995,89.33512,123.9805,51.8168185921,91.8670049224,127.49428448500001,162.87272786559998,226.03699684,313.69723225
1029,95.779999,24.0,7.19839,1.94083,17.73728,9173.808208440001,2298.7199760000003,689.46178700161,185.89269545917,1698.8766606627198,576.0,172.76136,46.57992,425.69471999999996,51.8168185921,13.9708512637,127.67985897919999,3.7668210889,34.425045142399995,314.61110179839994
1030,40.09,24.0,6.90265,1.85074,17.65533,1607.2081000000003,962.1600000000001,276.72723850000006,74.19616660000001,707.8021797,576.0,165.6636,44.41776,423.72792,47.646577022500004,12.775010461,121.8685636245,3.4252385476000002,32.6754254442,311.7106774089
1031,20.09,24.0,6.90265,1.83341,17.71921,403.6081,482.15999999999997,138.6742385,36.8332069,355.9789289,576.0,165.6636,44.00184,425.26104,47.646577022500004,12.655387536500001,122.30950490650001,3.3613922281,32.4865768061,313.9704030241
1032,12.44,35.0,6.44314,1.80472,17.00238,154.75359999999998,435.4,80.15266159999999,22.450716800000002,211.50960719999998,1225.0,225.5099,63.165200000000006,595.0833,41.514053059599995,11.6280636208,109.54871467319998,3.2570142784000002,30.6845352336,289.08092566439996
1033,12.03,35.0,6.44314,1.80461,16.85212,144.72089999999997,421.04999999999995,77.51097419999999,21.709458299999998,202.73100359999998,1225.0,225.5099,63.16135,589.8242,41.514053059599995,11.6273548754,108.5805684568,3.2566172521000003,30.4115042732,283.9939484944
1034,11.46,35.0,6.44314,1.80457,16.84779,131.3316,401.1,73.8383844,20.6803722,193.0756734,1225.0,225.5099,63.15995,589.67265,41.514053059599995,11.627097149799999,108.55266966059999,3.2564728849,30.4030164003,283.8480278841
1035,11.12,35.0,6.44314,1.80461,16.84912,123.65439999999998,389.2,71.6477168,20.0672632,187.36221439999997,1225.0,225.5099,63.16135,589.7192,41.514053059599995,11.6273548754,108.56123903679999,3.2566172521000003,30.4060904432,283.8928447744
1036,10.96,35.0,6.44314,1.80464,16.84954,120.12160000000002,383.6,70.6168144,19.7788544,184.67095840000002,1225.0,225.5099,63.1624,589.7339000000001,41.514053059599995,11.627548169599999,108.5639451556,3.2567255296,30.4073538656,283.9069982116
1037,11.03,8.8,6.44314,1.80461,16.99915,121.66089999999998,97.06400000000001,71.0678342,19.904848299999998,187.5006245,77.44000000000001,56.699632,15.880568000000002,149.59252,41.514053059599995,11.6273548754,109.52790333099999,3.2566172521000003,30.6768360815,288.9711007225
1038,10.81,8.8,6.44314,1.90367,17.10422,116.85610000000001,95.12800000000001,69.6503434,20.578672700000002,184.89661820000003,77.44000000000001,56.699632,16.752296,150.51713600000002,41.514053059599995,12.2656123238,110.2048840508,3.6239594689,32.560790487400006,292.55434180840007
1039,31.190001,8.8,6.44314,1.90392,17.09246,972.816162380001,274.4720088,200.96154304313998,59.38326670392,533.11384449246,77.44000000000001,56.699632,16.754496000000003,150.413648,41.514053059599995,12.2672231088,110.12911272439999,3.6249113664,32.5426764432,292.1521888516
1040,36.220001,7.74118,6.44314,1.80831,17.06498,1311.8884724400014,280.38554734118003,233.37053724314,65.49699000831001,618.09359266498,59.9258677924,49.877506505199996,13.9984532058,132.10308187639998,41.514053059599995,11.6511944934,109.95205523719999,3.2699850561000003,30.8587739838,291.21354240039994
1041,11.78,7.74118,6.44314,1.80756,17.05992,138.76839999999999,91.1911004,75.90018919999999,21.2930568,200.96585760000002,59.9258677924,49.877506505199996,13.9926473208,132.0639115056,41.514053059599995,11.646362138399999,109.9194529488,3.2672731536,30.836828995200005,291.0408704064001
1042,24.26,7.70751,6.44314,1.80578,17.14244,588.5476000000001,186.9841926,156.3105764,43.8082228,415.87559440000007,59.4057104001,49.6605659814,13.918067407799999,132.1255277244,41.514053059599995,11.634893349199999,110.4511408616,3.2608414083999997,30.9554753032,293.8632491536
1043,23.25,7.72982,6.44314,1.80536,17.11946,540.5625,179.718315,149.80300499999998,41.97462,398.027445,59.7501172324,49.804312434799996,13.955107835200002,132.3303442972,41.514053059599995,11.6321872304,110.3030775044,3.2593247296000003,30.906788305600003,293.07591069160003
1044,22.91,7.72982,6.44314,1.80532,17.15876,524.8681,177.0901762,147.6123374,41.359881200000004,393.1071916,59.7501172324,49.804312434799996,13.9547986424,132.6341262232,41.514053059599995,11.6319295048,110.5562929064,3.2591803024000003,30.9770526032,294.42304473760004
1045,27.280001,7.72982,6.44314,1.80541,17.14752,744.1984545600009,210.86949732982,175.76886564313997,49.25158660541,467.78436274752,59.7501172324,49.804312434799996,13.9554943262,132.5472430464,41.514053059599995,11.632509387399999,110.48387201279999,3.2595052681,30.958304083199998,294.0374421504
1046,30.780001,7.72982,6.44314,1.80546,17.13247,947.4084615600009,237.92386732981998,198.31985564314,55.57206060546,527.33744373247,59.7501172324,49.804312434799996,13.9558808172,132.43090925540002,41.514053059599995,11.6328315444,110.38690275580001,3.2596858116000003,30.931989286200004,293.52152830090006
1047,57.98,7.72982,6.44314,13.0702,17.13692,3361.6803999999997,448.17496359999996,373.57325719999994,757.8101959999999,993.5986215999999,59.7501172324,49.804312434799996,101.030293364,132.4653069544,41.514053059599995,84.21312842799999,110.4155747288,170.83012804,223.982971784,293.6740270864
1048,74.559998,7.6232,6.44314,14.52158,17.1299,5559.193301760003,568.3857767535999,480.4005055137199,1082.7289757568399,1277.2053097402,58.113178239999996,49.117344847999995,110.700908656,130.58465368,41.514053059599995,93.5645729612,110.37034388599999,210.8762856964,248.753213242,293.43347401
1049,115.709999,7.6232,6.44314,14.57419,17.09984,13388.80386858,882.0804643767999,745.5357229568599,1686.3795103258099,1978.62246930016,58.113178239999996,49.117344847999995,111.101965208,130.355500288,41.514053059599995,93.90354655659999,110.1766630976,212.4070141561,249.21631712960001,292.40452802560003
1050,119.110001,7.8625,6.44314,14.70127,17.05869,14187.19233822,936.5023828625,767.4424118431399,1751.06828440127,2031.8605829586897,61.81890625,50.65918824999999,115.58873537499998,134.123950125,41.514053059599995,94.7223407878,109.91152788659998,216.1273396129,250.78440753629997,290.99890451609997
1051,66.879997,7.8625,6.44314,15.04467,17.04894,4472.933998720009,525.8439764125,430.91718387058,1006.18748446599,1140.2330560531802,61.81890625,50.65918824999999,118.288717875,134.04729075,41.514053059599995,96.93491506379999,109.8487072716,226.3420954089,256.49567614980003,290.66635512360006
1052,37.150002,7.8625,6.44314,13.9244,17.03052,1380.1226486000041,292.091890725,239.36266388628,517.2914878488,632.6838520610399,61.81890625,50.65918824999999,109.480595,133.90246349999998,41.514053059599995,89.716858616,109.7300246328,193.88891536,237.139772688,290.0386114704
1053,13.12,7.8625,6.44314,1.80273,17.04001,172.13439999999997,103.15599999999999,84.5339968,23.651817599999998,223.56493119999996,61.81890625,50.65918824999999,14.173964625,133.977078625,41.514053059599995,11.6152417722,109.79117003139999,3.2498354528999998,30.718537227299997,290.36194080009994
1054,13.25,7.8625,6.44314,1.80277,17.04519,175.5625,104.178125,85.37160499999999,23.8867025,225.8487675,61.81890625,50.65918824999999,14.174279125,134.01780637500002,41.514053059599995,11.6154994978,109.82454549660001,3.2499796729,30.728557176300004,290.5385021361001
1055,12.64,7.8625,6.44314,1.80541,17.02757,159.76960000000003,99.382,81.4412896,22.8203824,215.22848480000002,61.81890625,50.65918824999999,14.195036125,133.879269125,41.514053059599995,11.632509387399999,109.7110173698,3.2595052681,30.741745153700002,289.9381401049
1056,13.07,4.99548,5.99207,2.29053,16.41126,170.8249,65.2909236,78.31635490000001,29.9372271,214.4951682,24.954820430399998,29.933265843599997,11.4422968044,81.98212110479999,35.9049028849,13.7250160971,98.33741870819999,5.2465276809,37.5904833678,269.32945478759996
1057,13.01,5.03687,5.99207,1.81727,15.98928,169.2601,65.5296787,77.9568307,23.642682699999998,208.0205328,25.370059396900004,30.1812776209,9.153352744900001,80.53592475360001,35.9049028849,10.8892090489,95.8088850096,3.3024702528999996,29.0568388656,255.6570749184
1058,12.94,5.03687,5.99207,1.81727,15.9885,167.44359999999998,65.1770978,77.5373858,23.5154738,206.89119,25.370059396900004,30.1812776209,9.153352744900001,80.531995995,35.9049028849,10.8892090489,95.80421119500001,3.3024702528999996,29.055421395,255.63213225
1059,13.45,5.03687,5.99207,2.365,16.409,180.90249999999997,67.7459015,80.5933415,31.809250000000002,220.70104999999998,25.370059396900004,30.1812776209,11.912197550000002,82.64999983,35.9049028849,14.171245550000002,98.32387662999999,5.593225000000001,38.807285,269.25528099999997
1060,14.68,5.03687,5.99207,0.0,16.40874,215.5024,73.9412516,87.9635876,0.0,240.88030320000001,25.370059396900004,30.1812776209,0.0,82.64869024380002,35.9049028849,0.0,98.3223186918,0.0,0.0,269.24674838760006
1061,15.34,5.05682,5.99207,0.0,16.44841,235.3156,77.5716188,91.9183538,0.0,252.31860939999999,25.5714285124,30.3008194174,0.0,83.1766486562,35.9049028849,0.0,98.56002410869999,0.0,0.0,270.55019152809996
1062,33.389999,5.04167,5.99023,0.0,16.68354,1114.8920332200012,168.34135625833002,200.01377370977002,0.0,557.0633839164601,25.4184363889,30.2007628841,0.0,84.1129031118,35.8828554529,0.0,99.93824181420001,0.0,0.0,278.34050693160003
1063,109.290001,4.94866,5.99023,0.0,16.85178,11944.304318580002,540.83905634866,654.6722426902301,0.0,1841.7310530517802,24.489235795600003,29.643611591800003,0.0,83.39372961480001,35.8828554529,0.0,100.94603810940002,0.0,0.0,283.98248916840004
1064,108.349998,4.88372,5.99207,0.0,16.87749,11739.722066600003,529.15105223256,649.24077251586,0.0,1828.6760077450201,23.850721038400003,29.2635921004,0.0,82.42493546280001,35.9049028849,0.0,101.1311015043,0.0,0.0,284.84966870010004
1065,98.580002,4.88372,5.99207,0.0,16.87035,9718.016794320003,481.43712736744,590.69827258414,0.0,1663.0791367406998,23.850721038400003,29.2635921004,0.0,82.390065702,35.9049028849,0.0,101.08831812449999,0.0,0.0,284.60870912249993
1066,94.910004,4.88372,5.99207,0.0,16.86697,9007.908859280016,463.51388473488004,568.70738766828,0.0,1600.8441901678798,23.850721038400003,29.2635921004,0.0,82.3735587284,35.9049028849,0.0,101.0680649279,0.0,0.0,284.49467698089995
1067,95.889999,4.88372,5.99207,0.0,16.82576,9194.891908220001,468.29990591628007,574.5795863079301,0.0,1613.42210957424,23.850721038400003,29.2635921004,0.0,82.1723006272,35.9049028849,0.0,100.8211317232,0.0,0.0,283.10619957759997
1068,98.519997,4.88372,5.99207,0.0,16.96451,9706.18980888001,481.14407974884006,590.33871842379,0.0,1671.3434743064702,23.850721038400003,29.2635921004,0.0,82.84991677720001,35.9049028849,0.0,101.6525314357,0.0,0.0,287.7945995401
1069,104.18,4.88372,5.99207,0.0,16.95088,10853.4724,508.78594960000004,624.2538526000001,0.0,1765.9426784000002,23.850721038400003,29.2635921004,0.0,82.78335167360001,35.9049028849,0.0,101.57085952160001,0.0,0.0,287.3323327744001
1070,104.440002,4.88372,5.99207,0.0,16.96858,10907.714017760005,510.05572656744005,625.81180278414,0.0,1772.19852913716,23.850721038400003,29.2635921004,0.0,82.8697935176,35.9049028849,0.0,101.6769191606,0.0,0.0,287.9327072164
1071,108.660004,4.88372,5.99207,13.84359,16.95144,11806.996469280017,530.66503473488,651.09835016828,1504.24454477436,1841.9435382057602,23.850721038400003,29.2635921004,67.6082173548,82.78608655680002,35.9049028849,82.95176033130001,101.57421508080002,191.64498408810002,234.66878526960002,287.35131807360005
1072,107.830002,4.92045,5.99207,14.5757,16.95135,11627.309331320002,530.5721333409,646.12492008414,1571.6977601513997,1827.8641044027001,24.210828202499997,29.4836808315,71.719003065,83.4082701075,35.9049028849,87.33861469899999,101.5736757945,212.45103049,247.077792195,287.3482668225
1073,117.379997,4.92045,5.99207,7.39,16.91335,13778.06369572001,577.5624062386499,703.34915862379,867.43817783,1985.2889722599502,24.210828202499997,29.4836808315,36.3621255,83.22129300750001,35.9049028849,44.281397299999995,101.3459771345,54.6121,124.98965650000001,286.06140822250006
1074,116.779999,4.88372,5.99207,6.695,16.70188,13637.568166440002,570.3208167162801,699.75392860793,781.842093305,1950.44552969812,23.850721038400003,29.2635921004,32.69650540000001,81.5673053936,35.9049028849,40.11690865,100.0788340916,44.823025,111.8190866,278.95279553439997
1075,100.019997,4.88372,5.99207,14.23624,16.56683,10003.99979988001,488.46965974884006,599.3268234237901,1423.90868209128,1657.01428689951,23.850721038400003,29.2635921004,69.52581001280001,80.9077590076,35.9049028849,85.3045466168,99.2696050381,202.67052933760002,235.8493679192,274.4598562489
1076,37.869999,4.88372,5.99207,13.99296,16.45249,1434.136824260001,184.94647151628,226.91968490793,529.91338120704,623.05577984751,23.850721038400003,29.2635921004,68.33769861120001,80.34935446280001,35.9049028849,83.8467958272,98.58447175430001,195.8029295616,230.2190344704,270.6844272001
1077,27.24,4.88372,5.99207,1.838,16.44434,742.0175999999999,133.0325328,163.22398679999998,50.06712,447.9438216,23.850721038400003,29.2635921004,8.976277360000001,80.30955214480001,35.9049028849,11.01342466,98.5356363838,3.3782440000000005,30.224696920000003,270.4163180356
1078,56.419998,4.91403,5.99207,1.84071,16.4725,3183.216174320004,277.24956277194,338.07257741586,103.85285451858,929.378417055,24.147690840900005,29.445211742100003,9.0453041613,80.94635917500001,35.9049028849,11.029663169700001,98.704373075,3.3882133041,30.321095475,271.34325625
1079,15.23,4.91403,5.99207,1.81326,16.44403,231.9529,74.8406769,91.2592261,27.615949800000003,250.44257690000003,24.147690840900005,29.445211742100003,8.9104140378,80.80645674090002,35.9049028849,10.865180848200001,98.5337788421,3.2879118276000003,29.817301837800006,270.40612264090004
1080,20.040001,16.07884,5.43945,8.40078,16.10255,401.601640080001,322.21996967884,109.00658343945,168.35163960077998,322.69511810255,258.5290957456,87.46004623799999,135.0747974952,258.910325042,29.5876163025,45.695622771,87.58901559750001,70.57310460839999,135.273979989,259.29211650250005
1081,14.81,16.07884,5.43945,1.80543,16.10041,219.33610000000002,238.1276204,80.5582545,26.738418300000003,238.4470721,258.5290957456,87.46004623799999,29.0292201012,258.8759163244,29.5876163025,9.8205462135,87.5773751745,3.2595774849000003,29.0681632263,259.2232021681
1082,14.51,16.07884,5.43945,1.80543,16.10093,210.5401,233.3039684,78.9264195,26.196789300000002,233.6244943,258.5290957456,87.46004623799999,29.0292201012,258.88427732120005,29.5876163025,9.8205462135,87.5802036885,3.2595774849000003,29.069102049900003,259.23994686490005
1083,14.83,5.4,5.5391,1.80425,16.157,219.9289,80.08200000000001,82.14485300000001,26.7570275,239.60831,29.160000000000004,29.911140000000003,9.74295,87.24780000000001,30.681628810000003,9.993921175,89.4952387,3.2553180624999998,29.15126725,261.048649
1084,14.57,5.4,5.5391,1.8041,16.1593,212.28490000000002,78.67800000000001,80.704687,26.285737,235.44100100000003,29.160000000000004,29.911140000000003,9.742140000000001,87.26022000000002,30.681628810000003,9.993090310000001,89.50797863000001,3.25477681,29.152993130000002,261.12297649000004
1085,14.74,5.49375,5.53299,1.8041,16.5417,217.26760000000002,80.97787500000001,81.5562726,26.592434,243.82465799999997,30.181289062500003,30.3968638125,9.911274375000001,90.875964375,30.613978340099997,9.982067259,91.52506068299999,3.25477681,29.84288097,273.62783888999996
1086,22.85,5.4,5.5391,1.80404,16.59986,522.1225000000001,123.39000000000001,126.56843500000002,41.222314000000004,379.306801,29.160000000000004,29.911140000000003,9.741816000000002,89.639244,30.681628810000003,9.992757964,91.94828452600001,3.2545603216000005,29.9468114344,275.5553520196
1087,117.449997,4.8255,5.5391,1.80348,16.58685,13794.501795300008,566.7549605235,650.5672783827,211.81872058956,1948.1254827394498,23.28545025,26.728927050000003,8.70269274,80.03984467499998,30.681628810000003,9.989656068,91.876220835,3.2525401104,29.914052237999996,275.12359292249994
1088,118.919998,4.8255,5.5391,1.80285,16.73188,14141.965924320006,573.848450349,658.7097609218001,214.39491839430002,1989.7551361362403,23.28545025,26.728927050000003,8.699652675,80.73968694,30.681628810000003,9.986166435000001,92.679556508,3.2502681225,30.165069858000003,279.9558083344
1089,118.5,4.8255,5.5391,1.80285,16.66479,14042.25,571.82175,656.3833500000001,213.63772500000002,1974.777615,23.28545025,26.728927050000003,8.699652675,80.415944145,30.681628810000003,9.986166435000001,92.307938289,3.2502681225,30.0441166515,277.7152257441
1090,114.110001,4.8255,5.5391,1.80285,16.70742,13021.09232822,550.6378098255,632.0667065391,205.72321530285,1906.4837129074199,23.28545025,26.728927050000003,8.699652675,80.62165521,30.681628810000003,9.986166435000001,92.544070122,3.2502681225,30.120972147,279.13788305639997
1091,88.75,4.8255,5.5391,1.80286,16.6665,7876.5625,428.263125,491.59512500000005,160.00382499999998,1479.151875,23.28545025,26.728927050000003,8.699700929999999,80.42419575,30.681628810000003,9.986221826,92.31741015,3.2503041795999996,30.047366189999998,277.77222224999997
1092,68.449997,4.8255,5.5391,1.80288,16.67559,4685.402089300009,330.30546052349996,379.1513783827,123.40713059136,1141.44408547323,23.28545025,26.728927050000003,8.69979744,80.468059545,30.681628810000003,9.986332608000001,92.367760569,3.2503762944,30.0640876992,278.07530184809997
1093,72.629997,4.8255,5.5391,1.80286,16.66889,5275.116464220009,350.4760505235,402.30481638270004,130.94171639142,1210.6614306933302,23.28545025,26.728927050000003,8.699700929999999,80.43572869500001,30.681628810000003,9.986221826,92.33064859900001,3.2503041795999996,30.0516750254,277.8518938321
1094,88.949997,4.8255,5.5391,1.80286,16.73448,7912.101966300008,429.22821052349997,492.7029283827,160.36439159141997,1488.53194579656,23.28545025,26.728927050000003,8.699700929999999,80.75223324000001,30.681628810000003,9.986221826,92.69395816800001,3.2503041795999996,30.1699246128,280.0428208704
1095,81.07,4.8255,5.5391,17.12799,16.70913,6572.344899999999,391.20328499999994,449.05483699999996,1388.5661493,1354.6091690999997,23.28545025,26.728927050000003,82.651115745,80.62990681499998,30.681628810000003,94.87364940900001,92.553541983,293.3680414401,286.19381154869995,279.1950253568999
1096,107.580002,4.8255,5.5391,17.12799,16.7718,11573.456830320003,519.1272996509999,595.8963890782,1842.62919845598,1804.3102775435998,23.28545025,26.728927050000003,82.651115745,80.9323209,30.681628810000003,94.87364940900001,92.90067738,293.3680414401,287.267222682,281.29327523999996
1097,116.870003,4.8255,5.5391,18.1888,16.7307,13658.597601220008,563.9561994764999,647.3546336173,2125.7251105664,1955.3169591920998,23.28545025,26.728927050000003,87.7700544,80.73399284999999,30.681628810000003,100.74958208000001,92.67302037,330.83244544,304.31135616,279.91632248999997
1098,114.949997,4.8255,5.5391,21.25,16.80763,13213.501810300007,554.6912105235,636.7195283827,2442.68743625,1932.03701807711,23.28545025,26.728927050000003,102.541875,81.105218565,30.681628810000003,117.705875,93.099143333,451.5625,357.1621375,282.4964262169
1099,50.830002,4.8255,5.5391,21.25,16.83877,2583.689103320004,245.280174651,281.55246407820005,1080.1375425,855.91471277754,23.28545025,26.728927050000003,102.541875,81.255484635,30.681628810000003,117.705875,93.271630907,451.5625,357.8238625,283.5441751129
1100,25.07,4.8255,5.5391,13.52754,16.81249,628.5049,120.975285,138.865237,339.1354278,421.4891243,23.28545025,26.728927050000003,65.27714427,81.128670495,30.681628810000003,74.930396814,93.12606335900001,182.99433845160002,227.4316309746,282.6598200001
1101,23.370001,4.8255,5.5391,6.80641,16.81998,546.1569467400009,112.77193982549998,129.4487725391,159.06580850640998,393.08294941998,23.28545025,26.728927050000003,32.844331454999995,81.16481349,30.681628810000003,37.701385631,93.16755121800001,46.32721708809999,114.4836800718,282.91172720040004
1102,20.049999,4.8255,5.5391,1.80528,16.75683,402.002459900001,96.7512701745,111.05894946090001,36.19586219472,335.97442474317,23.28545025,26.728927050000003,8.71137864,80.860083165,30.681628810000003,9.999626448,92.81775705300001,3.2590358784,30.2507700624,280.79135164890005
1103,15.98,4.8255,5.5391,1.80648,16.68914,255.36040000000003,77.11149,88.514818,28.867550400000002,266.6924572,23.28545025,26.728927050000003,8.71716924,80.53344506999998,30.681628810000003,10.006273368,92.44281537399999,3.2633699904,30.148597627199997,278.52739393959996
1104,13.99,5.33333,5.54894,0.0,15.73488,195.7201,74.6132867,77.6296706,0.0,220.1309712,28.4444088889,29.5943281702,0.0,83.9193075504,30.7907351236,0.0,87.3119050272,0.0,0.0,247.5864486144
1105,14.17,5.33333,5.54894,0.0,15.71865,200.78889999999998,75.5732861,78.6284798,0.0,222.7332705,28.4444088889,29.5943281702,0.0,83.8327476045,30.7907351236,0.0,87.221845731,0.0,0.0,247.07595782250002
1106,14.67,5.33333,5.54894,0.0,15.74151,215.2089,78.2399511,81.4029498,0.0,230.9279517,28.4444088889,29.5943281702,0.0,83.9546675283,30.7907351236,0.0,87.3486944994,0.0,0.0,247.7951370801
1107,15.42,5.33333,5.54894,0.0,15.77546,237.7764,82.2399486,85.5646548,0.0,243.2575932,28.4444088889,29.5943281702,0.0,84.13573408180001,30.7907351236,0.0,87.53708101240001,0.0,0.0,248.86513821160003
1108,19.110001,5.33333,5.54894,0.0,15.74533,365.192138220001,101.91994163333,106.04024894894,0.0,300.89327204533,28.4444088889,29.5943281702,0.0,83.9750408489,30.7907351236,0.0,87.3698914502,0.0,0.0,247.91541680889998
1109,23.0,5.33333,5.54894,0.0,16.2034,529.0,122.66659,127.62562,0.0,372.67819999999995,28.4444088889,29.5943281702,0.0,86.418079322,30.7907351236,0.0,89.91169439599999,0.0,0.0,262.55017155999997
1110,88.970001,5.33333,5.54894,0.0,16.55113,7915.661077940001,474.50637543333,493.68919734893996,0.0,1472.55405265113,28.4444088889,29.5943281702,0.0,88.27263816290001,30.7907351236,0.0,91.8412273022,0.0,0.0,273.9399042769
1111,101.050003,6.16667,5.54894,0.0,16.4873,10211.10310630001,623.14202200001,560.72040364682,0.0,1666.0417144619003,38.0278188889,34.2184818298,0.0,101.67173829100001,30.7907351236,0.0,91.487038462,0.0,0.0,271.83106129000004
1112,105.089996,6.16667,5.54894,0.0,16.53698,11043.907259280017,648.05532563332,583.13808240424,0.0,1737.8711620520799,38.0278188889,34.2184818298,0.0,101.9780984566,30.7907351236,0.0,91.7627098012,0.0,0.0,273.4717075204
1113,115.339996,6.0,5.54894,0.0,16.52483,13303.314677280016,692.039976,640.01471740424,0.0,1905.97382610068,36.0,33.293639999999996,0.0,99.14898000000001,30.7907351236,0.0,91.6952901802,0.0,0.0,273.0700065289
1114,122.089996,6.0,5.54894,19.999967916666566,16.52852,14905.967123280016,732.539976,677.47006240424,2441.7960029459496,2017.96694068592,36.0,33.293639999999996,119.9998074999994,99.17112,30.7907351236,110.97862197150778,91.7157657688,399.998716667692,330.5698697099817,273.1919733904
1115,121.550003,6.0,5.54894,19.99998308571425,16.4892,14774.40322930001,729.300018,674.47367364682,2430.9980040685164,2004.2623094676,36.0,33.293639999999996,119.99989851428549,98.93520000000001,30.7907351236,110.97870614364322,91.497581448,399.99932342885603,329.78372109695937,271.89371664000004
1116,118.220001,6.0,5.54894,19.99999000000012,16.55527,13975.96863644,709.3200059999999,655.99569234894,2364.3988378000045,1957.16403595527,36.0,33.293639999999996,119.99994000000072,99.33162,30.7907351236,110.97874451060068,91.86419991380001,399.99960000010486,331.105234447302,274.0769647729
1117,108.730003,6.16667,5.54894,0.0,16.56012,11822.213552380008,670.50204760001,603.33626284682,0.0,1800.5818972803602,38.0278188889,34.2184818298,0.0,102.12079520040001,30.7907351236,0.0,91.8911122728,0.0,0.0,274.23757441440006
1118,101.989998,6.16667,5.54894,2.46,16.54702,10401.959692040004,628.93866096666,565.93637950212,250.89539508,1687.63053670596,38.0278188889,34.2184818298,15.1700082,102.0400118234,30.7907351236,13.6503924,91.81842115879999,6.0516,40.705669199999996,273.8038708804
1119,97.57,6.16667,5.54894,13.48392,16.53609,9519.9049,601.6819919,541.4100758,1315.6260743999999,1613.4263013,38.0278188889,34.2184818298,83.1508849464,101.9726101203,30.7907351236,74.8214630448,91.75777124460001,181.81609856639997,222.97131467280002,273.44227248810006
1120,99.110001,6.16667,5.54894,15.28618,16.53914,9822.79229822,611.17866986667,549.95544894894,1515.01331508618,1639.19418193914,38.0278188889,34.2184818298,94.2648276206,101.9914184638,30.7907351236,84.8220956492,91.7746955116,233.6672989924,252.8202710852,273.54315193959997
1121,110.760002,6.16667,5.54894,6.08333,16.56632,12267.778043040003,683.02038153334,614.60060549788,673.78964296666,1834.8856363326402,38.0278188889,34.2184818298,37.5138886111,102.15902855440001,30.7907351236,33.7560331702,91.9255157008,37.0069038889,100.77839144560001,274.44295834240006
1122,110.610001,6.16667,5.54894,15.87237,16.32874,12234.572321220001,682.09537486667,613.76825894894,1755.64286157237,1806.12194772874,38.0278188889,34.2184818298,97.8796679079,100.6939510958,30.7907351236,88.0748287878,90.6071985356,251.9321294169,259.1758029138,266.6277499876
1123,105.050003,6.16667,5.54894,14.42778,16.28628,11035.50313030001,647.80870200001,582.91616364682,1515.63833228334,1710.87376285884,38.0278188889,34.2184818298,88.9713580926,100.4321142876,30.7907351236,80.0588855532,90.37159054320001,208.1608357284,234.97486485840003,265.2429162384
1124,78.739998,6.16667,5.54894,0.0,16.23016,6199.987285040004,485.56358346665996,436.92352450212,0.0,1277.9627659396801,38.0278188889,34.2184818298,0.0,100.0860407672,30.7907351236,0.0,90.06018403040001,0.0,0.0,263.4180936256
1125,50.150002,6.16667,5.54894,0.0,16.26498,2515.022700600004,309.25851283334,278.27935209788,0.0,815.6887795299601,38.0278188889,34.2184818298,0.0,100.3007642166,30.7907351236,0.0,90.25339812120001,0.0,0.0,264.54957440040005
1126,42.48,6.16667,5.54894,0.0,16.27422,1804.5503999999996,261.9601416,235.71897119999997,0.0,691.3288656,38.0278188889,34.2184818298,0.0,100.35774424739999,30.7907351236,0.0,90.3046703268,0.0,0.0,264.8502366084
1127,16.99,6.16667,5.54894,1.81676,16.22593,288.66009999999994,104.77172329999999,94.27649059999999,30.866752399999996,275.6785507,38.0278188889,34.2184818298,11.2033593892,100.05995575310001,30.7907351236,10.0810922344,90.0367120142,3.3006168976,29.4786205868,263.28080436490006
1128,17.49,6.0,6.14244,2.44928,15.25117,305.90009999999995,104.94,107.43127559999998,42.8379072,266.7429633,36.0,36.854639999999996,14.69568,91.50702,37.729569153599996,15.044555443199998,93.6793966548,5.9989725184,37.3543856576,232.5981863689
1129,15.04,6.0,6.14244,1.79289,15.22727,226.20159999999998,90.24,92.38229759999999,26.9650656,229.0181408,36.0,36.854639999999996,10.757340000000001,91.36362,37.729569153599996,11.0127192516,93.5325923388,3.2144545521000003,27.300820110300002,231.86975165290002
1130,15.02,6.0,6.14244,1.79273,15.23939,225.60039999999998,90.12,92.25944879999999,26.926804599999997,228.8956378,36.0,36.854639999999996,10.75638,91.43634,37.729569153599996,11.011736461199998,93.6070387116,3.2138808528999996,27.320111634699998,232.2390075721
