Hour,Spot,FD1_down,FD2_down,FD1_up,FD2_up,Spot^2,Spot FD1_down,Spot FD2_down,Spot FD1_up,Spot FD2_up,FD1_down^2,FD1_down FD2_down,FD1_down FD1_up,FD1_down FD2_up,FD2_down^2,FD2_down FD1_up,FD2_down FD2_up,FD1_up^2,FD1_up FD2_up,FD2_up^2
0,46.599998,42.42105,33.89313,1.95478,49.18715,2171.559813600004,1976.8208451579,1579.41979021374,91.09274409044,2292.1210916257,1799.5454831025002,1437.7821623865,82.923820119,2086.5705495075003,1148.7442611969,66.2536126614,1667.1064692795,3.8211648484,96.150057077,2419.3757251225
1,41.330002,42.42105,33.89313,1.95492,49.33709,1708.169065320004,1753.2620813421001,1400.80313068626,80.79684750984,2039.1020283741802,1799.5454831025002,1437.7821623865,82.929759066,2092.9311617445,1148.7442611969,66.2583576996,1672.1884051917,3.8217122064,96.4500639828,2434.1484496681005
2,42.18,43.36842,33.89313,1.96262,49.71026,1779.1524,1829.2799556,1429.6122234,82.7833116,2096.7787668,1880.8198532964,1469.8914969546,85.1157284604,2155.8554339892,1148.7442611969,66.5193348006,1684.8363045137999,3.8518772644,97.5623504812,2471.1099492676
3,44.369999,42.42105,33.89313,1.96222,49.4594,1968.696811260001,1882.22194607895,1503.8381442068699,87.06369943778,2194.5135285406,1799.5454831025002,1437.7821623865,83.23943273100001,2098.11968037,1148.7442611969,66.50577754860001,1676.333873922,3.8503073284000005,97.050223868,2446.23224836
4,37.669998,41.78947,33.89313,1.95644,49.52272,1419.028749320004,1574.20925132106,1276.7541393137399,73.69909088712,1865.52076335456,1746.3598028809001,1416.3759393411,81.7585906868,2069.5282217584,1148.7442611969,66.30987525719999,1678.4799869136,3.8276574736,96.88823031679999,2452.4997961984
5,39.700001,41.78947,33.89313,1.96611,54.84933,1576.090079400001,1659.04200078947,1345.55729489313,78.05456896611,2177.51845584933,1746.3598028809001,1416.3759393411,82.1626948617,2292.1244305551,1148.7442611969,66.6376218243,1859.0154721029,3.8655885321000003,107.8398162063,3008.4490014489
6,40.59,41.78947,33.89313,1.96604,55.45747,1647.5481000000002,1696.2345873000002,1375.7221467000002,79.80156360000001,2251.0187073,1746.3598028809001,1416.3759393411,82.1597695988,2317.5382788409,1148.7442611969,66.6352493052,1879.6272401811,3.8653132816,109.0316043188,3075.5309788009
7,43.259998,41.78947,33.89313,1.96069,55.38097,1871.4274269600044,1807.81238862106,1466.21673601374,84.81944547862001,2395.78065143806,1746.3598028809001,1416.3759393411,81.9361959343,2314.3413843859,1148.7442611969,66.4539210597,1877.0344157360998,3.8443052761,108.5849140693,3067.0518381408997
8,49.66,41.78947,33.89313,1.9544,55.96408,2466.1155999999996,2075.2650802,1683.1328357999998,97.05550399999998,2779.1762128,1746.3598028809001,1416.3759393411,81.673340168,2338.7092422376004,1148.7442611969,66.240733272,1896.7978387704,3.81967936,109.376197952,3131.9782502464004
9,70.050003,41.78947,33.89313,1.95481,55.65854,4907.0029203000095,2927.3524988684103,2374.21385817939,136.93444636443002,3898.8808939756204,1746.3598028809001,1416.3759393411,81.6904738507,2325.9408875738,1148.7442611969,66.25462945529999,1886.4421318302,3.8212821361,108.8018705774,3097.8730749316
10,76.790001,41.78947,33.89313,1.95481,55.36818,5896.704253580002,3209.0134430894705,2602.65348659313,150.10986185481,4251.72259756818,1746.3598028809001,1416.3759393411,81.6904738507,2313.8068970646,1148.7442611969,66.25462945529999,1876.6009226034,3.8212821361,108.2342719458,3065.6353565124004
11,84.099998,41.78947,33.89313,1.95399,55.42343,7072.809663600004,3514.49434342106,2850.41216521374,164.33055509201998,4661.11035215314,1746.3598028809001,1416.3759393411,81.6562064853,2316.1157652821003,1148.7442611969,66.2268370887,1878.4735180359,3.8180769200999998,108.2968279857,3071.7565929649004
12,94.739998,41.78947,33.89313,1.95401,55.25445,8975.667221040005,3959.13430422106,3211.0350684137397,185.12290349198,5234.8064824911,1746.3598028809001,1416.3759393411,81.6570422747,2309.0541806415,1148.7442611969,66.2275149513,1872.7462569284999,3.8181550801,107.9677478445,3053.0542448025
13,96.800003,41.78947,33.89313,1.95407,55.19267,9370.24058080001,4045.2208213684103,3280.85508567939,189.15398186221,5342.65062157801,1746.3598028809001,1416.3759393411,81.6595496429,2306.4724271849,1148.7442611969,66.2295485391,1870.6523393571,3.8183895649,107.8503406669,3046.2308217289
14,97.169998,41.78947,33.89313,1.95414,55.19909,9442.008511320006,4060.6827163210605,3293.3953743137404,189.88377989172002,5363.69546490182,1746.3598028809001,1416.3759393411,81.6624749058,2306.7407155823,1148.7442611969,66.2319210582,1870.8699332516999,3.8186631396,107.8667497326,3046.9395368281
15,101.269997,41.78947,33.89313,52.4626,55.91946,10255.61229238001,4232.01950153159,3432.3571734206103,5312.887344612201,5662.963546441621,1746.3598028809001,1416.3759393411,2192.3842488220002,2336.8445960862,1148.7442611969,1778.121721938,1895.2855273098,2752.3243987600003,2933.680262196,3126.9860066916
16,126.599998,41.78947,33.89313,58.25533,56.15697,16027.559493600003,5290.54681842106,4290.87019021374,7375.12466148934,7109.47228968606,1746.3598028809001,1416.3759393411,2434.4593653751003,2346.7700131059,1148.7442611969,1974.4554728829,1903.3354846161,3393.6834734089,3271.4428191501,3153.6052795809
17,149.970001,41.78947,33.89313,64.36613,55.9905,22491.00119994,6267.16685768947,5082.952739993129,9652.98858046613,8396.895340990499,1746.3598028809001,1416.3759393411,2689.8264586511,2339.813320035,1148.7442611969,2181.5696116869,1897.693295265,4142.9986911769,3603.891801765,3134.93609025
18,146.330002,41.78947,33.89313,61.65045,56.60685,21412.469485320005,6115.05322867894,4959.581780686261,9021.3104718009,8283.280473713701,1746.3598028809001,1416.3759393411,2576.3396307615,2365.5702598695,1148.7442611969,2089.5267164085,1918.5833259405001,3800.7779852025,3489.8377755825,3204.3354669225
19,140.279999,41.78947,33.89313,59.68651,56.49552,19678.478119440002,5862.2268098105305,4754.52824250687,8372.82356311349,7925.19148910448,1746.3598028809001,1416.3759393411,2494.2676190497,2360.9178381744,1148.7442611969,2022.9626426763,1914.8100037775998,3562.4794759801,3372.0204194352,3191.7437800703997
20,121.879997,41.78947,33.89313,50.53648,56.48633,14854.73366872001,5093.30047823159,4130.89458272061,6159.38603079056,6884.55373094101,1746.3598028809001,1416.3759393411,2111.8927148656,2360.5337929451002,1148.7442611969,1712.8394863823999,1914.4985259129,2553.9358107904,2854.6202863184,3190.7054768689004
21,102.610001,41.78947,33.89313,45.18167,55.91448,10528.81230522,4288.01755848947,3477.77410319313,4636.09120388167,5737.38484871448,1746.3598028809001,1416.3759393411,1888.1180430149,2336.6364845256,1148.7442611969,1531.3482149271,1895.1167395224,2041.3833039888998,2526.3095835816,3126.4290736703997
22,95.120003,41.78947,33.89313,1.95579,50.44731,9047.814970720008,3975.01451176841,3223.9146272793896,186.03475066737,4798.54827854193,1746.3598028809001,1416.3759393411,81.7314275313,2108.1663478257,1148.7442611969,66.2878447227,1709.8172359803,3.8251145240999995,98.6643444249,2544.9310862361003
23,83.110001,41.78947,33.89313,1.96351,50.55962,6907.27226622,3473.12289348947,2816.85806819313,163.18731806351,4202.0100687596205,1746.3598028809001,1416.3759393411,82.05404223970001,2112.8597232014004,1148.7442611969,66.5494996863,1713.6237734106,3.8553715201000003,99.27431946620001,2556.2751745444
24,34.73,33.5,40.0,1.96162,49.82296,1206.1728999999998,1163.455,1389.1999999999998,68.12706259999999,1730.3514008,1122.25,1340.0,65.71427,1669.06916,1600.0,78.4648,1992.9184,3.8479530243999998,97.7337147952,2482.3273431616003
25,34.389999,33.5,40.0,1.9525,50.00125,1182.6720312200011,1152.0649665,1375.59996,67.14647304750001,1719.54293749875,1122.25,1340.0,65.40875,1675.041875,1600.0,78.1,2000.05,3.8122562499999995,97.62744062499999,2500.1250015625
26,34.360001,33.5,40.0,1.96179,50.0365,1180.6096687200009,1151.0600335,1374.40004,67.40710636178999,1719.2541900364997,1122.25,1340.0,65.719965,1676.22275,1600.0,78.4716,2001.4599999999998,3.8486200041,98.16110533499999,2503.6513322499995
27,34.099998,34.23077,40.16103,1.96179,50.24763,1162.809863600004,1167.26918853846,1369.49104267794,66.89703507642,1713.44408250474,1171.7456147929,1374.7429808931,67.1535822783,1720.0150655751,1612.9083306608998,78.78750704369999,2017.9965758588999,3.8486200041,98.5752980577,2524.8243206169
28,29.559999,34.23077,40.16103,1.95411,50.22116,873.793540880001,1011.86152696923,1187.16000663897,57.763489645890004,1484.53743937884,1171.7456147929,1374.7429808931,66.8906899647,1719.1089770931999,1612.9083306608998,78.4790703333,2016.9335133947998,3.8185458921,98.1376709676,2522.1649117456
29,33.970001,34.23077,40.16103,1.9538,50.64763,1153.9609679400012,1162.8192911307701,1364.27022926103,66.37058795380001,1720.5000417476301,1171.7456147929,1374.7429808931,66.880078426,1733.7073735751,1612.9083306608998,78.46662041399999,2034.0609878588998,3.8173344399999998,98.955339494,2565.1824246169
30,34.52,33.46154,40.16103,1.95503,51.57803,1191.6304000000002,1155.0923608,1386.3587556,67.4876356,1780.4735956000002,1119.6746591716,1343.8499117861998,65.4183145462,1725.8803139662,1612.9083306608998,78.5160184809,2071.4268101709,3.8221423009000004,100.8365959909,2660.2931786809
31,41.799999,36.53846,40.16103,1.96317,50.1319,1747.239916400001,1527.30759146154,1678.7310138389698,82.06050403683,2095.5133698681,1335.0590591716,1467.4221882138,71.7312085182,1831.742422874,1612.9083306608998,78.8429292651,2013.3487398569998,3.8540364489000005,98.417442123,2513.20739761
32,48.950001,36.53846,40.16103,1.95552,55.81501,2396.102597900001,1788.55765353846,1965.88245866103,95.72270595552,2732.14479531501,1335.0590591716,1467.4221882138,71.4516892992,2039.3945102846,1612.9083306608998,78.53569738559999,2241.5882910603,3.8240584704,109.1473683552,3115.3153413001
33,60.009998,32.5,40.0,1.95585,55.98564,3601.1998599600042,1950.324935,2400.3999200000003,117.37055458830001,3359.69814442872,1056.25,1300.0,63.565125,1819.5332999999998,1600.0,78.23400000000001,2239.4256,3.8253492225000003,109.499513994,3134.3918862095998
34,70.089996,32.5,40.0,1.95648,55.89209,4912.607539280016,2277.92487,2803.59984,137.12967537408,3917.4763645316402,1056.25,1300.0,63.5856,1816.492925,1600.0,78.25919999999999,2235.6836000000003,3.8278139904,109.3517562432,3123.9257245681006
35,66.260002,32.5,40.0,1.95868,55.92268,4390.387865040004,2153.450065,2650.40008,129.78214071736,3705.43688864536,1056.25,1300.0,63.6571,1817.4871,1600.0,78.3472,2236.9072,3.8364273424,109.5346348624,3127.3461383824
36,64.540001,32.5,40.0,1.95859,56.90745,4165.411729080001,2097.5500325000003,2581.6000400000003,126.40740055859001,3672.80687990745,1056.25,1300.0,63.654175,1849.492125,1600.0,78.34360000000001,2276.298,3.8360747881000004,111.4583624955,3238.4578655024998
37,46.959999,32.5,40.0,1.9556,56.78389,2205.2415060800013,1526.1999675000002,1878.3999600000002,91.83497404440001,2666.57141761611,1056.25,1300.0,63.557,1845.476425,1600.0,78.224,2271.3556,3.82437136,111.046575284,3224.4101635321
38,49.060001,32.5,40.0,1.95898,56.82226,2406.883698120001,1594.4500325,1962.40004,96.10756075898,2787.70013242226,1056.25,1300.0,63.66685,1846.72345,1600.0,78.3592,2272.8904,3.8376026403999997,111.3136708948,3228.7692315076
39,74.989998,33.0,40.0,44.68591,57.08729,5623.499800040004,2474.669934,2999.59992,3350.99630152818,4280.97576292542,1089.0,1320.0,1474.63503,1883.88057,1600.0,1787.4364,2283.4916000000003,1996.8305525281,2550.9975030839,3258.9586795441005
40,88.150002,33.0,40.0,58.02697,57.11244,7770.422852600004,2908.950066,3526.00008,5115.07752155394,5034.46170022488,1089.0,1320.0,1914.8900099999998,1884.71052,1600.0,2321.0788,2284.4976,3367.1292473809,3314.0618425068,3261.8308027536
41,95.400002,33.0,40.0,59.4735,56.79389,9101.160381600004,3148.200066,3816.00008,5673.772018947,5418.13721958778,1089.0,1320.0,1962.6255,1874.1983699999998,1600.0,2378.94,2271.7556,3537.09720225,3377.731416915,3225.5459413320996
42,86.709999,33.5,40.0,58.85652,56.65292,7518.62392658,2904.7849665,3468.3999599999997,5103.44879034348,4912.37463654708,1122.25,1340.0,1971.69342,1897.87282,1600.0,2354.2608,2266.1168000000002,3464.0899465104003,3334.3937190384004,3209.5533445264
43,71.269997,33.5,40.0,55.35286,57.20089,5079.41247238001,2387.5448995,2850.79988,3944.9981661414204,4076.7072586973304,1122.25,1340.0,1854.32081,1916.2298150000001,1600.0,2214.1144,2288.0356,3063.9391101796,3166.2328560454002,3271.9418167921003
44,54.119999,33.5,40.0,25.71458,57.9768,2928.974291760001,1813.0199665,2164.79996,1391.6730438854202,3137.7043580232,1122.25,1340.0,861.43843,1942.2228,1600.0,1028.5832,2319.072,661.2396245764,1490.849061744,3361.3093382399998
45,46.16,33.5,40.0,1.95712,57.58873,2130.7455999999997,1546.36,1846.3999999999999,90.34065919999999,2658.2957767999997,1122.25,1340.0,65.56352,1929.2224549999999,1600.0,78.2848,2303.5492,3.8303186944,112.7080552576,3316.4618230129
46,46.290001,33.5,40.0,1.9579,52.69442,2142.764192580001,1550.7150335,1851.6000399999998,90.6311929579,2439.22475449442,1122.25,1340.0,65.58965,1765.26307,1600.0,78.316,2107.7768,3.83337241,103.170404918,2776.7018991364002
47,32.93,33.5,40.0,0.0,52.6539,1084.3849,1103.155,1317.2,0.0,1733.892927,1122.25,1340.0,0.0,1763.90565,1600.0,0.0,2106.156,0.0,0.0,2772.43318521
48,13.2,48.33333,38.89256,1.95675,49.90748,174.23999999999998,637.9999559999999,513.381792,25.829099999999997,658.778736,2336.1107888888996,1879.8069370248,94.57624347749999,2412.1947003083997,1512.6312233536003,76.10301678,1941.0296603488002,3.8288705625,97.65646149,2490.7565599504
49,19.92,48.33333,38.89256,1.9525,50.43817,396.80640000000005,962.7999336,774.7397952000001,38.8938,1004.7283464000001,2336.1107888888996,1879.8069370248,94.370826825,2437.8447152061,1512.6312233536003,75.9377234,1961.6695530152,3.8122562499999995,98.48052692499999,2544.0089929489
50,19.870001,48.33333,38.89256,1.95523,50.45958,394.8169397400009,960.3833154333298,772.79520609256,38.85042205523,1002.6319050595799,2336.1107888888996,1879.8069370248,94.50277681589999,2438.8795318014,1512.6312233536003,76.0439000888,1962.5022427248002,3.8229243529,98.66008460340001,2546.1692137764003
51,13.24,48.33333,38.89256,1.95523,49.79333,175.29760000000002,639.9332892,514.9374944000001,25.887245200000002,659.2636891999999,2336.1107888888996,1879.8069370248,94.50277681589999,2406.6774506888996,1512.6312233536003,76.0439000888,1936.5900746248,3.8229243529,97.3574126159,2479.3757124889
52,13.29,48.33333,38.89256,1.95217,50.05283,176.62409999999997,642.3499556999999,516.8821224,25.9443393,665.2021106999999,2336.1107888888996,1879.8069370248,94.3548768261,2419.2199498238997,1512.6312233536003,75.92488885520001,1946.6826939448001,3.8109677089,97.7116331411,2505.2857910089
53,9.24,48.33333,38.89256,1.95252,49.99252,85.3776,446.5999692,359.36725440000004,18.0412848,461.9308848,2336.1107888888996,1879.8069370248,94.3717934916,2416.3049666916,1512.6312233536003,75.93850125120001,1944.3370836512001,3.8123343504,97.6113951504,2499.2520559504
54,37.549999,37.66667,38.89256,1.95814,51.44429,1410.002424900001,1414.38342083333,1460.4155891074402,73.52815504186,1931.73303805571,1418.7780288889003,1464.9532229752003,73.7566131938,1937.7350948143003,1512.6312233536003,76.15707743840001,2000.8001354824003,3.8343122596,100.7351220206,2646.5149736041003
55,88.760002,37.66667,38.89256,1.95506,51.34926,7878.337955040004,3343.29370453334,3452.1037033851203,173.53112951012,4557.76042029852,1418.7780288889003,1464.9532229752003,73.6405998502,1934.1556311642003,1512.6312233536003,76.0372883536,1997.1041755056,3.8222596036,100.3908842556,2636.7465025476
56,122.93,37.66667,38.89256,1.96436,57.08755,15111.784900000002,4630.363743100001,4781.0624008,241.47877480000002,7017.7725215,1418.7780288889003,1464.9532229752003,73.99089988120001,2150.2979069585003,1512.6312233536003,76.39898916160001,2220.2809636280003,3.8587102096000003,112.140499718,3258.9883650025
57,110.169998,37.66667,38.89256,1.96215,57.20907,12137.428459320006,4149.73695856666,4284.793257414881,216.17006157570003,6302.7231274818605,1418.7780288889003,1464.9532229752003,73.90765654050001,2154.8751606969,1512.6312233536003,76.313036604,2225.0071875192,3.8500326225,112.2527767005,3272.8776902648997
58,93.379997,37.66667,38.89256,1.96068,57.0504,8719.82383972001,3517.3135315999903,3631.7871361223206,183.08829251796,5327.3661808488005,1418.7780288889003,1464.9532229752003,73.8522865356,2148.8985901680003,1512.6312233536003,76.2558645408,2218.8361050240005,3.8442660624,111.85757827200001,3254.7481401600003
59,90.730003,37.66667,38.89256,1.9584,56.83516,8231.933444380009,3417.49708210001,3528.72208547768,177.68563787519997,5156.65423730548,1418.7780288889003,1464.9532229752003,73.766406528,2140.7912161172003,1512.6312233536003,76.167189504,2210.4648704096003,3.8353305599999996,111.305977344,3230.2354122256
60,82.370003,37.66667,38.89256,1.95868,57.54465,6784.817394220008,3102.60372090001,3203.5802838776804,161.33647747604,4739.952993133949,1418.7780288889003,1464.9532229752003,73.7769531956,2167.5153418155,1512.6312233536003,76.1780794208,2238.058752804,3.8364273424,112.71155506199999,3311.3867436224996
61,80.900002,37.66667,38.89256,1.95868,57.63378,6544.810323600004,3047.2336783333403,3146.40818178512,158.45721591736,4662.57291726756,1418.7780288889003,1464.9532229752003,73.7769531956,2170.8725721126,1512.6312233536003,76.1780794208,2241.5252466768,3.8364273424,112.8861322104,3321.6525970884004
62,80.989998,37.66667,38.89256,1.95859,57.46946,6559.379776040004,3050.6235279666603,3149.90835661488,158.62620018282,4654.45145046108,1418.7780288889003,1464.9532229752003,73.77356319530001,2164.6831848982,1512.6312233536003,76.1745790904,2235.1344212176,3.8360747881000004,112.5591096614,3302.7388326916
63,98.050003,38.0,38.89256,0.0,57.37385,9613.80308830001,3725.900114,3813.4156246776806,0.0,5625.50616462155,1444.0,1477.9172800000001,0.0,2180.2063,1512.6312233536003,0.0,2231.415903556,0.0,0.0,3291.7586638225
64,120.550003,38.0,38.89256,0.0,57.49053,14532.30322330001,4580.900114,4688.498224677681,0.0,6930.48356397159,1444.0,1477.9172800000001,0.0,2184.64014,1512.6312233536003,0.0,2235.9538874568,0.0,0.0,3305.1610396809
65,139.570007,38.0,38.89256,0.0,57.63417,19479.78685398005,5303.660266,5428.23487144792,0.0,8044.00151033919,1444.0,1477.9172800000001,0.0,2190.0984599999997,1512.6312233536003,0.0,2241.5404147752,0.0,0.0,3321.6975515889
66,134.690002,38.46667,38.89256,0.0,57.56193,18141.39663876,5181.0758592333395,5238.43898418512,0.0,7753.016466823859,1479.6847008889001,1496.0672709752002,0.0,2214.2157658731,1512.6312233536003,0.0,2238.7308162408,0.0,0.0,3313.3757853248994
67,114.82,38.46667,38.89256,0.0,57.68503,13183.632399999999,4416.7430494,4465.6437392,0.0,6623.395144599999,1479.6847008889001,1496.0672709752002,0.0,2218.9510129501,1512.6312233536003,0.0,2243.5184903768,0.0,0.0,3327.5626861008996
68,92.910004,38.46667,38.89256,0.0,57.91478,8632.268843280017,3573.93846356668,3613.5079051702405,0.0,5380.86244145912,1479.6847008889001,1496.0672709752002,0.0,2227.7887303826,1512.6312233536003,0.0,2252.4540560368,0.0,0.0,3354.1217424484003
69,72.389999,38.46667,38.89256,1.96039,57.91142,5240.311955220001,2784.60220283333,2815.43237950744,141.91263013961,4192.20763588858,1479.6847008889001,1496.0672709752002,75.4096752013,2227.6594823714,1512.6312233536003,76.24458569840002,2252.3233770352003,3.8431289521000003,113.5289686538,3353.7325664164
70,39.450001,38.46667,38.89256,1.96113,53.14685,1556.302578900001,1517.51016996667,1534.31153089256,77.36658046113,2096.64328564685,1479.6847008889001,1496.0672709752002,75.4381405371,2044.3823404895002,1512.6312233536003,76.27336619280001,2067.017052436,3.8460308769,104.2278819405,2824.5876649225
71,34.400002,38.46667,38.89256,0.99275,53.47944,1183.360137600004,1323.25352493334,1337.9041417851201,34.1506019855,1839.69284295888,1479.6847008889001,1496.0672709752002,38.1877866425,2057.1759702648,1512.6312233536003,38.61058894000001,2079.9523289664,0.9855525625,53.09171406,2860.0505027135996
72,39.990002,58.33333,37.67742,1.95731,51.93968,1599.2002599600037,2332.7499833666598,1506.7201011548398,78.27283081462,2077.06790707936,3402.7773888888996,2197.8493744086,114.1764101423,3029.8144935344,1419.5879778564,73.7463909402,1956.9531380256,3.8310624361000003,101.66205506080001,2697.7303585024
73,37.139999,58.33333,37.67742,1.95231,51.8039,1379.3795257200013,2166.49981786667,1399.33934112258,72.50879144769,1923.9967941961002,3402.7773888888996,2197.8493744086,113.88474349229999,3021.8939939869997,1419.5879778564,73.5580038402,1951.837297938,3.8115143361,101.137272009,2683.64405521
74,36.66,58.33333,37.67742,1.95581,52.02806,1343.9555999999998,2138.4998777999995,1381.2542171999999,71.6999946,1907.3486796,3402.7773888888996,2197.8493744086,114.0889101473,3034.9699932398,1419.5879778564,73.6898748102,1960.2830684052,3.8251927561000003,101.7570000286,2706.9190273636004
75,38.639999,58.33333,37.67742,1.95585,51.99764,1493.0495227200013,2253.9998128666703,1455.85547112258,75.57404204415,2009.18875760236,3402.7773888888996,2197.8493744086,114.0912434805,3033.1954933412,1419.5879778564,73.691381907,1959.1369212887998,3.8253492225000003,101.699584194,2703.7545655696
76,41.02,58.33333,37.67742,1.95211,51.61278,1682.6404000000002,2392.8331966,1545.5277684,80.0755522,2117.1562356000004,3402.7773888888996,2197.8493744086,113.8730768263,3010.7453279573997,1419.5879778564,73.5504683562,1944.6363894275999,3.8107334521,100.7538239658,2663.8790593284
77,93.970001,58.33333,37.67742,1.95222,52.15637,8830.36108794,5481.583078433329,3540.5471950774195,183.45011535222,4901.13414105637,3402.7773888888996,2197.8493744086,113.87949349259999,3042.4547428121,1419.5879778564,73.5546128724,1965.1174581654,3.8111629284000004,101.8207086414,2720.2869315769003
78,130.169998,58.33333,37.67742,1.95963,53.04842,16944.22837932,7593.249449433339,4904.4696860451595,255.08503318073997,6905.31272530316,3402.7773888888996,2197.8493744086,114.31174346789999,3094.4909898386,1419.5879778564,73.8338025546,1998.7276006763998,3.8401497369,103.9552752846,2814.1348644964
79,182.639999,58.33333,37.67742,1.96463,52.96492,33357.36923472,10653.999332866668,6881.403951122579,358.82002123537,9673.512935835079,3402.7773888888996,2197.8493744086,114.6034101179,3089.6201567835997,1419.5879778564,74.0221896546,1995.5815361063999,3.8597710369000002,104.0564707796,2805.2827506064
80,174.610001,58.33333,37.67742,1.96612,53.11748,30488.652449220004,10185.58280963333,6578.85434387742,343.30421516612006,9274.84323591748,3402.7773888888996,2197.8493744086,114.6903267796,3098.5194896084,1419.5879778564,74.0783290104,2001.3296033016,3.8656278544000005,104.4353397776,2821.4666815504
81,185.440002,58.33333,37.67742,1.96612,52.84732,34387.99434176,10817.332831866659,6986.900840154839,364.59729673224,9800.00712649464,3402.7773888888996,2197.8493744086,114.6903267796,3082.7601571756,1419.5879778564,74.0783290104,1991.1506715144,3.8656278544000005,103.90417279840001,2792.8392311824005
82,185.320007,58.33333,37.67742,1.96646,52.71354,34343.50499448005,10810.33312393331,6982.37973814194,364.42438096522005,9768.873601794781,3402.7773888888996,2197.8493744086,114.7101601118,3074.9563242882,1419.5879778564,74.0911393332,1986.1101862668,3.8669649316000005,103.65906786840002,2778.7172993316003
83,178.039993,58.33333,37.67742,1.96646,52.70372,31698.23910744005,10385.66566486669,6708.08759305806,350.10852463478005,9383.369939873959,3402.7773888888996,2197.8493744086,114.7101601118,3074.3834909875995,1419.5879778564,74.0911393332,1985.7401940023997,3.8669649316000005,103.6397572312,2777.6821018384
84,178.080002,45.0,37.67742,1.9658,52.56598,31712.487112320006,8013.60009,6709.59502895484,350.0696679316,9360.94982353196,2025.0,1695.4839,88.461,2365.4691000000003,1419.5879778564,74.06627223599999,1980.5505061716,3.86436964,103.334203484,2763.1822533604004
85,175.279999,45.0,37.67742,1.96519,52.99851,30723.078049440002,7887.599955000001,6604.098139922579,344.45850123481,9289.57877980149,2025.0,1695.4839,88.43355,2384.9329500000003,1419.5879778564,74.04328900979999,1996.8471206442,3.8619717361,104.15214186690001,2808.8420622201
86,174.699997,45.0,37.67742,1.96549,53.10057,30520.088951800008,7861.499865,6582.245160967739,343.37109710352996,9276.66941969829,2025.0,1695.4839,88.44705,2389.52565,1419.5879778564,74.0545922358,2000.6924781294,3.8631509400999997,104.3686393293,2819.6705343248996
87,180.929993,45.0,37.67742,0.0,52.74089,32735.662366980046,8141.849685,6816.97533685806,0.0,9542.40885851377,2025.0,1695.4839,0.0,2373.34005,1419.5879778564,0.0,1987.1406637037999,0.0,0.0,2781.6014779921
88,166.690002,45.0,37.67742,0.0,53.22176,27785.55676676,7501.05009,6280.449215154839,0.0,8871.53528084352,2025.0,1695.4839,0.0,2394.9792,1419.5879778564,0.0,2005.2586046592,0.0,0.0,2832.5557374976
89,185.320007,45.0,37.67742,9.91545,52.8597,34343.50499448005,8339.400315,6982.37973814194,1837.53126340815,9795.9599740179,2025.0,1695.4839,446.19525,2378.6865,1419.5879778564,373.588574139,1991.6171179739997,98.3161487025,524.127712365,2794.1478840899995
90,180.5,45.0,37.67742,10.0,52.86189,32580.25,8122.5,6800.77431,1805.0,9541.571145,2025.0,1695.4839,450.0,2378.78505,1419.5879778564,376.77419999999995,1991.6996315238,100.0,528.6189,2794.3794143721
91,153.880005,45.0,37.67742,8.54,52.85451,23679.05593880003,6924.600225,5797.8015779871,1314.1352427,8133.25226307255,2025.0,1695.4839,384.29999999999995,2378.45295,1419.5879778564,321.7651668,1991.4215721641997,72.93159999999999,451.37751539999994,2793.5992273401
92,146.809998,45.0,37.67742,2.89067,54.15091,21553.175512760004,6606.44991,5531.42195484516,424.37925691866,7949.894988798181,2025.0,1695.4839,130.08015,2436.79095,1419.5879778564,108.9129876714,2040.2665794522,8.355973048900001,156.5324110097,2932.3210538281005
93,128.75,45.0,37.67742,1.96197,54.94598,16576.5625,5793.75,4850.967825,252.6036375,7074.294925,2025.0,1695.4839,88.28865,2472.5691,1419.5879778564,73.9219677174,2070.2227657716,3.8493262809,107.8023643806,3019.0607181604
94,112.959999,45.0,37.67742,1.96145,54.4702,12759.96137408,5083.199955,4256.041325522579,221.56539003855,6152.9537375298,2025.0,1695.4839,88.26525,2451.159,1419.5879778564,73.902375459,2052.2966028839996,3.8472861024999996,106.84057379,2967.0026880399996
95,84.110001,45.0,37.67742,1.95101,54.66219,7074.49226822,3784.950045,3169.0478338774196,164.09945305101,4597.63685556219,2025.0,1695.4839,87.79545,2459.79855,1419.5879778564,73.5090231942,2059.5302907498,3.8064400200999997,106.6464793119,2987.9550155961
96,93.870003,33.25,34.24121,1.96,48.81261,8811.577463220008,3121.17759975,3214.22248542363,183.98520588,4582.039847137829,1105.5625,1138.5202325,65.17,1623.0192825,1172.4604622641002,67.1127716,1671.4028296581,3.8415999999999997,95.6727156,2382.6708950121
97,51.689999,33.25,34.24121,1.95448,48.65535,2671.855996620001,1718.69246675,1769.92811065879,101.02706924552,2514.99499284465,1105.5625,1138.5202325,64.98646,1617.7903875,1172.4604622641002,66.92376012080001,1666.0180569735,3.8199920704,95.09590846799999,2367.3430836224998
98,50.040001,33.25,34.24121,1.96274,48.68915,2504.001700080001,1663.8300332499998,1713.43018264121,98.21551156273999,2436.4051146891497,1105.5625,1138.5202325,65.261105,1618.9142375,1172.4604622641002,67.2065925154,1667.1754098715,3.8523483076,95.564142271,2370.6333277225
