Hour,Spot,FD1_down,FD2_down,FD1_up,FD2_up,FD1_up_percentage,FD2_up_percentage,FD1_down_percentage,FD2_down_percentage,FD_act_up,FD_act_down
3448,157.440002,17.2905,41.32681,99.38474,109.32189,0.16450216450216448,0.8354978354978355,0.14904246461282264,0.8509575353871774,1.4440972222216567e-05,1.7691666666660567e-05
3449,167.309998,18.19663,41.81605,99.0007,110.98902,0.15664451827242523,0.8433554817275747,0.14833333333333334,0.8516666666666667,0.000157629861111,0.0
3450,193.619995,18.19663,41.81605,97.7551,108.32667,0.1383445945945946,0.8616554054054054,0.14833333333333334,0.8516666666666667,0.0,6.433472222221039e-05
3451,212.979996,16.60887,44.12998,67.34353,108.11353,0.13766891891891891,0.862331081081081,0.20632279534109818,0.7936772046589019,0.0008698062499999,0.0001736993055555
3452,214.710007,16.27982,45.16932,65.4431,107.61772,0.13935810810810811,0.8606418918918919,0.1783960720130933,0.8216039279869067,0.0,0.0
3453,216.580002,17.11055,45.16932,72.74662,106.68505,0.16042602762522884,0.8395739723747712,0.1654197838736492,0.8345802161263508,8.960902777776021e-05,0.0
3454,182.139999,17.11055,45.16932,93.8931,107.41262,0.1526578073089701,0.84734219269103,0.1654197838736492,0.8345802161263508,0.0,0.0
3455,157.770004,17.11055,45.16932,100.86817,106.17966,0.1691029900332226,0.8308970099667774,0.1654197838736492,0.8345802161263508,0.0,0.0090812212751729
3456,190.729996,75.0,41.2815,131.16551,106.33182,0.14003378378378378,0.8599662162162163,0.16447368421052633,0.8355263157894737,8.96701388888779e-05,0.002972140972222
3457,161.470001,75.0,41.2815,126.74012,101.344,0.13547297297297298,0.864527027027027,0.16447368421052633,0.8355263157894737,0.0004973437499999,0.0019755055555554
3458,161.070007,75.0,41.2815,114.65305,101.57735,0.13445945945945945,0.8655405405405405,0.16447368421052633,0.8355263157894737,0.0124675694444439,8.270833333329847e-05
3459,159.360001,75.0,41.35,120.74023,101.55016,0.1491554054054054,0.8508445945945946,0.16666666666666666,0.8333333333333334,0.0,7.258958333331616e-05
3460,144.830002,75.0,41.35,111.98644,101.59119,0.1491554054054054,0.8508445945945946,0.16666666666666666,0.8333333333333334,0.0,0.0003350291666666
3461,173.860001,65.0,40.0,67.88631,105.07946,0.1070945945945946,0.8929054054054054,0.16666666666666666,0.8333333333333334,0.0,0.0
3462,211.110001,65.0,40.0,106.06396,112.60782,0.13175675675675674,0.8682432432432432,0.16666666666666666,0.8333333333333334,0.0001212374999999,0.0
3463,230.0,65.0,39.95433,95.69323,112.59164,0.09881756756756757,0.9011824324324325,0.16447368421052633,0.8355263157894737,0.0083444868055551,1.0770833333312918e-06
3464,222.410004,78.49057,39.98328,128.20254,111.64496,0.11570945945945946,0.8842905405405406,0.21268057784911718,0.7873194221508828,0.0024557631944442,0.0
3465,202.240005,78.49057,39.98328,86.58631,109.12376,0.14560810810810812,0.8543918918918919,0.21268057784911718,0.7873194221508828,0.0,1.4681249999992158e-05
3466,170.080002,78.49057,39.98328,100.67814,111.30814,0.11385135135135135,0.8861486486486487,0.21268057784911718,0.7873194221508828,0.0,0.0064408430555551
3467,164.919998,86.78967,41.35943,118.34098,118.42313,0.14408783783783782,0.8559121621621621,0.2164536741214058,0.7835463258785943,4.079861111109868e-06,0.0001396340277777
3468,157.949997,75.0,41.2815,137.09211,113.94597,0.1491554054054054,0.8508445945945946,0.16447368421052633,0.8355263157894737,0.0,0.002570558333333
3469,141.690002,75.0,41.2815,107.08735,115.36464,0.12364864864864865,0.8763513513513512,0.16447368421052633,0.8355263157894737,0.0003160958333333,0.0
3470,134.479996,75.0,41.2815,134.70822,112.8609,0.14577702702702702,0.854222972972973,0.16447368421052633,0.8355263157894737,0.0019127430555553,0.0
3471,120.209999,75.0,41.2815,132.61345,113.189,0.12246621621621621,0.8775337837837838,0.16447368421052633,0.8355263157894737,0.0173777201388879,0.0
3472,121.099998,75.0,41.2815,131.58683,113.00072,0.12432432432432432,0.8756756756756756,0.16447368421052633,0.8355263157894737,0.0001499881944444,0.0006880027777777
3473,148.050003,65.0,39.95276,118.36422,107.31313,0.12128378378378378,0.8787162162162163,0.16447368421052633,0.8355263157894737,2.3634722222212683e-05,0.0008028895833332
3474,166.320007,65.0,39.95433,140.42826,107.11184,0.13817567567567568,0.8618243243243243,0.16447368421052633,0.8355263157894737,7.28506944444243e-05,0.0001755104166666
3475,188.149994,65.0,39.95433,144.72044,106.26288,0.1454391891891892,0.8545608108108108,0.16447368421052633,0.8355263157894737,0.0028264076388886,0.0
3476,205.089996,65.0,39.95433,141.13054,106.05301,0.14471243042671614,0.8552875695732839,0.16447368421052633,0.8355263157894737,5.639722222221237e-05,0.0
3477,164.779999,65.0,39.95433,142.66573,106.35377,0.14069591527987899,0.8593040847201211,0.16447368421052633,0.8355263157894737,0.0031557138888886,0.0
3478,156.220001,85.0,39.95433,147.01498,105.88998,0.14155405405405405,0.8584459459459459,0.16447368421052633,0.8355263157894737,0.0,0.0
3479,102.199997,85.0,39.95433,132.24528,106.63987,0.1420608108108108,0.8579391891891891,0.16447368421052633,0.8355263157894737,0.0,0.0039746008192607
3480,54.369999,18.82759,45.17191,76.25371,112.41382,0.15299003322259136,0.8470099667774086,0.23311897106109325,0.7668810289389068,1.0972222222152243e-07,0.0
3481,23.860001,21.41379,45.17191,82.31774,105.98812,0.17487844408427877,0.8251215559157212,0.23311897106109325,0.7668810289389068,0.0020205243055554,9.601527777776564e-05
3482,21.440001,21.41379,45.17191,80.94723,105.30362,0.18664495114006513,0.8133550488599348,0.23311897106109325,0.7668810289389068,2.65083333333206e-05,0.0018034416666663
3483,21.59,24.0,45.17191,79.5384,105.37067,0.14847972972972973,0.8515202702702703,0.23311897106109325,0.7668810289389068,0.0,0.0015761805555553
3484,22.209999,24.0,45.17191,75.35977,105.27713,0.15287162162162163,0.8471283783783784,0.23311897106109325,0.7668810289389068,1.7556249999993352e-05,0.0
3485,22.549999,91.66667,39.36812,79.3149,105.31178,0.12972972972972974,0.8702702702702704,0.12458471760797342,0.8754152823920266,0.0,0.0
3486,27.639999,91.66667,39.36812,85.66167,111.53271,0.1570945945945946,0.8429054054054054,0.12458471760797342,0.8754152823920266,0.0012761888888887,8.304166666663152e-06
3487,33.290001,91.66667,39.36812,77.99854,111.82099,0.15743243243243243,0.8425675675675676,0.12458471760797342,0.8754152823920266,0.0001174020833333,0.0
3488,35.68,105.0,39.36812,74.70116,112.31096,0.14780405405405406,0.8521959459459459,0.24928774928774927,0.7507122507122507,0.0,0.0
3489,20.110001,105.0,39.36812,65.78879,112.2389,0.15625,0.84375,0.24928774928774927,0.7507122507122507,4.16777777777666e-05,7.101805555554582e-05
3490,6.47,105.0,43.88156,78.76886,112.07143,0.14645270270270272,0.8535472972972973,0.28112449799196787,0.7188755020080321,0.0007405256944443,0.0123437756944437
3491,6.18,110.0,45.17191,93.20756,116.9693,0.1635135135135135,0.8364864864864865,0.20764119601328904,0.792358803986711,1.6842361111104353e-05,0.0
3492,5.63,110.0,45.17191,88.18868,110.71278,0.1579391891891892,0.8420608108108109,0.20764119601328904,0.792358803986711,0.0003244506944444,1.528124999999214e-05
3493,4.8,110.0,45.17191,77.35526,111.17087,0.13108108108108107,0.8689189189189189,0.20764119601328904,0.792358803986711,0.0,0.0
3494,3.65,110.0,45.17191,88.81646,109.87852,0.1481418918918919,0.8518581081081081,0.20764119601328904,0.792358803986711,0.0002612499999999,0.0
3495,3.24,110.0,45.17191,83.27506,109.42115,0.14712837837837836,0.8528716216216216,0.20764119601328904,0.792358803986711,0.0,0.0
3496,4.16,110.0,45.17191,82.92104,109.23106,0.14493243243243242,0.8550675675675675,0.20764119601328904,0.792358803986711,4.450138888888283e-05,1.041666666664239e-06
3497,22.23,103.33333,39.37906,72.98865,105.5989,0.15844594594594594,0.841554054054054,0.12295081967213115,0.8770491803278688,3.90555555555277e-06,4.230555555552801e-06
3498,46.279999,103.33333,39.37906,73.84705,109.50282,0.14155405405405405,0.8584459459459459,0.12295081967213115,0.8770491803278688,2.493055555547525e-07,0.0007402791666666
3499,42.09,103.33333,39.37906,76.34683,109.27631,0.14391891891891892,0.856081081081081,0.12295081967213115,0.8770491803278688,0.0032168638888886,0.0017034284722221
3500,44.09,10.0,39.37906,83.47824,109.12204,0.14408783783783782,0.8559121621621621,0.12295081967213115,0.8770491803278688,5.028194444443024e-05,8.392361111106971e-06
3501,39.189999,10.0,39.36812,67.22788,109.23343,0.17674113009198422,0.8232588699080158,0.12458471760797342,0.8754152823920266,0.0,0.0003741687499999
3502,84.690002,10.0,39.36812,76.57236,109.88658,0.1556253097637535,0.8443746902362465,0.12458471760797342,0.8754152823920266,0.0,0.0
3503,107.389999,10.0,39.36812,74.30645,109.71884,0.16303630363036303,0.836963696369637,0.12458471760797342,0.8754152823920266,0.0,0.0
3504,77.150002,67.29032,39.55157,86.54371,111.74075,0.17104825291181364,0.8289517470881863,0.2579034941763727,0.7420965058236273,0.0,0.0003319076388888
3505,56.990002,67.29032,39.55157,82.4016,107.01964,0.1401006711409396,0.8598993288590604,0.2579034941763727,0.7420965058236273,0.0,0.0
3506,24.66,67.29032,39.55157,76.83655,107.97655,0.10777027027027027,0.8922297297297298,0.2579034941763727,0.7420965058236273,0.0,0.0
3507,20.950001,67.29032,39.55157,84.99503,103.55929,0.15945945945945947,0.8405405405405406,0.2579034941763727,0.7420965058236273,0.0,0.0004870479166666
3508,20.309999,67.29032,39.55157,81.61128,103.47286,0.15912162162162163,0.8408783783783784,0.2579034941763727,0.7420965058236273,0.0,1.4861111111091278e-07
3509,20.030001,65.9488,37.98387,78.37974,103.17746,0.11908783783783784,0.8809121621621622,0.27666666666666667,0.7233333333333333,0.0,0.0183373763888879
3510,26.389999,65.9488,37.98387,91.34744,107.58553,0.15827702702702703,0.8417229729729729,0.27666666666666667,0.7233333333333333,0.0001306527777777,0.0001297097222221
3511,62.900002,68.48276,38.16703,74.16737,107.95984,0.15152027027027026,0.8484797297297297,0.23927392739273926,0.7607260726072608,0.0032817652777775,0.0
3512,39.060001,110.0,41.04845,75.4337,108.26581,0.15574324324324323,0.8442567567567568,0.111358574610245,0.8886414253897551,0.0001906305555555,0.0
3513,31.049999,62.42857,44.2043,78.98782,108.03165,0.14442567567567569,0.8555743243243243,0.23140495867768596,0.768595041322314,4.028194444443282e-05,0.0
3514,16.280001,117.45342,44.23335,71.87837,110.56976,0.10591216216216216,0.8940878378378377,0.2658959537572254,0.7341040462427746,2.305208333332833e-05,0.0
3515,0.08,112.05479,50.51826,88.56218,114.78028,0.14864864864864866,0.8513513513513513,0.24313072439633637,0.7568692756036636,0.0007399243055555,0.0
3516,0.07,37.06061,50.81561,86.91509,112.31513,0.16385135135135134,0.8361486486486487,0.271828665568369,0.728171334431631,0.0002051180555555,0.0002172791666666
3517,0.07,33.61111,50.812,79.27701,111.99437,0.16233108108108107,0.8376689189189189,0.29055690072639223,0.7094430992736077,9.229305555554074e-05,0.0002397215277777
3518,0.06,19.0,50.86956,88.09861,111.46632,0.1608108108108108,0.8391891891891892,0.2800658978583196,0.7199341021416804,0.0,0.0007612763888888
3519,0.05,14.86667,50.57522,82.28689,111.4674,0.15574324324324323,0.8442567567567568,0.24916943521594684,0.7508305647840532,0.0,0.0
3520,0.03,12.5,50.37149,81.76587,111.48337,0.15016891891891893,0.8498310810810811,0.23217247097844113,0.7678275290215588,0.0,0.0004965354166666
3521,0.27,27.8125,43.02454,74.13003,105.5298,0.17060810810810811,0.8293918918918919,0.26666666666666666,0.7333333333333333,9.937499999991396e-07,0.0009695451388888
3522,6.94,10.0,43.11872,79.96002,105.77543,0.16672297297297298,0.833277027027027,0.21666666666666667,0.7833333333333333,0.0003195520833332,6.26597222221618e-06
3523,17.559999,10.0,43.17691,70.30096,105.85909,0.15337837837837837,0.8466216216216216,0.21138211382113822,0.7886178861788617,0.0019943840277776,0.0
3524,16.18,10.0,43.17691,69.14886,105.70059,0.1535472972972973,0.8464527027027028,0.21138211382113822,0.7886178861788617,1.4999999999925566e-07,4.1202083333325113e-05
3525,11.67,17.24138,43.0567,79.57645,105.9021,0.1545608108108108,0.8454391891891891,0.24166666666666667,0.7583333333333333,0.0005474979166666,0.000243829861111
3526,7.04,24.53125,43.02454,82.83048,105.92443,0.1569256756756757,0.8430743243243244,0.26666666666666666,0.7333333333333333,0.0,2.3993749999992902e-05
3527,5.38,20.86207,43.08442,84.24948,105.89879,0.15962837837837837,0.8403716216216216,0.23887973640856672,0.7611202635914333,2.832984949831944e-05,0.0
3528,7.49,112.0,62.89691,145.51385,118.39808,0.1241554054054054,0.8758445945945946,0.20491803278688525,0.7950819672131147,5.253541666665522e-05,2.260138888888196e-05
3529,5.47,110.0,62.89691,129.60708,111.05188,0.13327702702702704,0.866722972972973,0.20491803278688525,0.7950819672131147,0.0003371840277777,0.0006990708333332
3530,3.69,110.0,62.89691,130.21268,110.09556,0.13344594594594594,0.8665540540540541,0.20491803278688525,0.7950819672131147,0.0,0.0005890277777776
3531,2.73,110.0,62.89691,129.02903,108.78008,0.14611486486486486,0.8538851351351351,0.20491803278688525,0.7950819672131147,0.0,0.0032956916666663
3532,2.92,110.0,62.89691,128.96725,108.58645,0.14628378378378376,0.8537162162162162,0.20491803278688525,0.7950819672131147,0.0,0.0
3533,1.93,110.0,62.89691,141.31659,115.72143,0.125,0.875,0.20491803278688525,0.7950819672131147,0.0,0.0
3534,2.97,110.0,63.34343,141.49486,117.36419,0.14847972972972973,0.8515202702702703,0.20161290322580644,0.7983870967741935,0.0,6.918124999999096e-05
3535,1.91,110.0,63.34343,120.15098,117.72931,0.14172297297297298,0.858277027027027,0.20161290322580644,0.7983870967741935,7.196388888887443e-05,0.0
3536,0.72,110.0,63.34343,101.20724,118.03354,0.15,0.85,0.20161290322580644,0.7983870967741935,0.0009481847222221,0.0
3537,1.35,110.0,63.34343,106.3761,117.29705,0.11993243243243243,0.8800675675675675,0.20161290322580644,0.7983870967741935,0.0,0.0006285215277776
3538,1.51,110.0,63.34343,107.43795,117.92824,0.12043918918918918,0.8795608108108108,0.20161290322580644,0.7983870967741935,0.0,0.0
3539,1.87,110.0,63.34343,141.57443,116.58489,0.15371621621621623,0.8462837837837838,0.20161290322580644,0.7983870967741935,1.009722222220017e-06,0.0
3540,1.79,110.0,63.34343,140.75184,116.32488,0.15185810810810813,0.8481418918918919,0.20161290322580644,0.7983870967741935,0.0,0.0
3541,1.73,110.0,63.34343,133.27298,116.16048,0.15101351351351353,0.8489864864864866,0.20161290322580644,0.7983870967741935,0.0,6.840416666665622e-05
3542,1.86,110.0,63.34343,137.12641,115.54211,0.15574324324324323,0.8442567567567568,0.20161290322580644,0.7983870967741935,0.0,6.185416666662688e-06
3543,2.23,110.0,63.34343,132.56314,115.13657,0.1570945945945946,0.8429054054054054,0.20161290322580644,0.7983870967741935,0.0,0.0001236993055555
3544,3.28,110.0,63.34343,132.10975,115.34118,0.1552364864864865,0.8447635135135135,0.20161290322580644,0.7983870967741935,7.930416666664374e-05,0.0
3545,12.87,102.5,44.06,105.42728,103.78903,0.14121621621621622,0.8587837837837837,0.16666666666666666,0.8333333333333334,7.072708333332005e-05,0.0
3546,77.529999,102.5,44.06,109.20659,104.53185,0.14104729729729729,0.8589527027027027,0.16666666666666666,0.8333333333333334,0.0,0.0004543493055555
3547,132.210007,102.5,44.06,106.62608,104.08111,0.1560810810810811,0.8439189189189189,0.16666666666666666,0.8333333333333334,0.0010102451388887,0.0
3548,154.529999,102.5,44.06,95.37163,103.91494,0.15472972972972973,0.8452702702702702,0.16666666666666666,0.8333333333333334,8.323749999997323e-05,0.0
3549,141.25,102.5,44.06,93.76656,104.14475,0.13766891891891891,0.862331081081081,0.16666666666666666,0.8333333333333334,0.0004538833333332,2.067638888888131e-05
3550,141.399994,102.5,44.06,104.59302,104.16839,0.13895446880269816,0.8610455311973019,0.16666666666666666,0.8333333333333334,0.0,4.1874305555547545e-05
3551,135.820007,102.5,44.06,113.07802,104.01919,0.13733108108108108,0.862668918918919,0.16666666666666666,0.8333333333333334,0.0,0.0
3552,143.270004,118.75,68.17822,87.44295,117.36266,0.1454391891891892,0.8545608108108108,0.1652892561983471,0.8347107438016529,1.7614583333325956e-05,0.0
3553,140.990005,91.59091,68.17822,99.58461,112.68263,0.14239864864864865,0.8576013513513513,0.17886178861788618,0.8211382113821138,0.0,0.0
3554,140.5,91.59091,68.17822,106.32106,113.15722,0.13952702702702702,0.860472972972973,0.17886178861788618,0.8211382113821138,0.0004242083333332,0.0
3555,138.369995,91.59091,68.17822,104.29815,113.17472,0.13986486486486485,0.8601351351351351,0.17886178861788618,0.8211382113821138,0.0015657798611109,0.0001356083333333
3556,140.039993,91.59091,68.17822,105.53665,113.617,0.12972972972972974,0.8702702702702704,0.17886178861788618,0.8211382113821138,0.0,0.0001538138888888
3557,141.320007,118.75,68.17822,84.47971,118.6041,0.15101351351351353,0.8489864864864866,0.1652892561983471,0.8347107438016529,0.0,0.0011970555555553
3558,133.800003,118.75,68.30495,96.87218,117.92568,0.14256756756756758,0.8574324324324325,0.1652892561983471,0.8347107438016529,0.0,8.981527777776203e-05
3559,138.369995,118.75,68.30495,89.73124,116.34813,0.16047297297297297,0.839527027027027,0.1652892561983471,0.8347107438016529,0.0001010152777777,1.2188194444439204e-05
3560,140.149994,118.75,63.98744,64.611,105.67061,0.1322635135135135,0.8677364864864866,0.1646090534979424,0.8353909465020576,0.0,0.0008539506944443
3561,140.080002,118.75,64.09703,75.31249,105.75271,0.1295608108108108,0.8704391891891892,0.1652892561983471,0.8347107438016529,2.0979166666610126e-06,0.0011152638888887
3562,140.0,118.75,64.09703,75.17619,106.02787,0.12736486486486487,0.8726351351351351,0.1652892561983471,0.8347107438016529,0.0,0.0
3563,145.059998,117.0,59.27789,100.75566,101.67834,0.15016891891891893,0.8498310810810811,0.2022653721682848,0.7977346278317152,0.0,0.0
3564,141.0,117.0,59.17907,98.82981,102.00333,0.16064189189189187,0.8393581081081081,0.20064205457463885,0.7993579454253611,0.0,0.0
3565,133.490005,117.0,59.19147,92.67283,101.92936,0.15861486486486487,0.8413851351351351,0.20145044319097502,0.798549556809025,0.0002651006944444,0.0
3566,123.779999,10.0,59.17684,91.85591,102.00986,0.15844594594594594,0.841554054054054,0.20783373301358915,0.7921662669864109,0.0,0.0
3567,121.589996,10.0,59.19319,95.83881,101.9532,0.15912162162162163,0.8408783783783784,0.20783373301358915,0.7921662669864109,0.0,0.0
3568,120.0,10.0,59.19314,94.93076,101.87333,0.15996621621621623,0.8400337837837838,0.20783373301358915,0.7921662669864109,0.0,0.0
3569,150.0,10.0,59.09126,90.77925,102.30994,0.09239864864864865,0.9076013513513512,0.2070063694267516,0.7929936305732485,0.0,0.0
3570,179.559998,10.0,58.99586,98.21572,101.01099,0.14628378378378376,0.8537162162162162,0.20783373301358915,0.7921662669864109,0.0004541347222221,0.0
3571,201.380005,10.0,59.09939,98.61467,100.93605,0.14476351351351352,0.8552364864864865,0.2086677367576244,0.7913322632423756,0.0,0.0
3572,214.940002,10.0,59.09939,102.04558,100.7701,0.15506756756756757,0.8449324324324324,0.2086677367576244,0.7913322632423756,0.0,0.0
3573,224.970001,10.0,59.09939,100.31647,99.69131,0.15658783783783783,0.8434121621621622,0.2086677367576244,0.7913322632423756,0.0,0.0
3574,225.0,10.0,63.92277,98.56898,104.22453,0.15760135135135134,0.8423986486486487,0.2047244094488189,0.7952755905511811,0.0,0.0
3575,214.960007,10.0,63.92277,99.82589,104.23096,0.15760135135135134,0.8423986486486487,0.2047244094488189,0.7952755905511811,0.0,0.0003978115561023
3576,203.899994,4.0,116.95932,200.8426,118.54133,0.13445945945945945,0.8655405405405405,0.016666666666666666,0.9833333333333333,0.0,7.256527777775832e-05
3577,194.720001,117.0,80.87959,191.59006,112.63381,0.14611486486486486,0.8538851351351351,0.2032520325203252,0.7967479674796748,0.0,8.796388888887761e-05
3578,192.649994,117.0,80.87959,193.4369,112.62512,0.15101351351351353,0.8489864864864866,0.2032520325203252,0.7967479674796748,0.0,0.0
3579,184.5,117.0,80.87959,179.78652,113.85698,0.10574324324324325,0.8942567567567568,0.2032520325203252,0.7967479674796748,0.0,0.0
3580,182.919998,117.0,80.87959,210.03356,112.39713,0.13986486486486485,0.8601351351351351,0.2032520325203252,0.7967479674796748,0.0,0.0
3581,195.740005,80.81818,80.87959,169.51706,126.61723,0.14864864864864866,0.8513513513513513,0.18333333333333332,0.8166666666666667,5.355555555550673e-06,0.0
3582,230.679993,80.81818,80.56768,189.57813,129.35688,0.1564189189189189,0.8435810810810811,0.18181818181818182,0.8181818181818182,0.0003571277777777,0.0
3583,257.950012,83.61905,80.56768,216.42184,130.56084,0.12145270270270271,0.8785472972972973,0.175,0.825,4.135694444443357e-05,0.000124711111111
3584,260.269989,62.42105,79.8044,225.58788,130.31805,0.13868243243243242,0.8613175675675675,0.15833333333333333,0.8416666666666667,0.0,0.0
3585,232.919998,54.9375,78.75534,148.434,127.2073,0.10591216216216216,0.8940878378378377,0.13333333333333333,0.8666666666666667,0.0,0.0
3586,230.0,54.9375,78.48865,150.5481,127.95366,0.10591216216216216,0.8940878378378377,0.13333333333333333,0.8666666666666667,0.0,3.4722222222388013e-08
3587,229.770004,84.29412,79.13928,195.94416,122.73084,0.14847972972972973,0.8515202702702703,0.14107883817427386,0.8589211618257261,0.0,0.0
3588,215.0,80.5,79.34176,190.2285,122.69634,0.15675675675675677,0.8432432432432432,0.14937759336099585,0.8506224066390041,0.0,0.0
3589,207.5,107.75,78.86697,192.84542,123.25244,0.15861486486486487,0.8413851351351351,0.13333333333333333,0.8666666666666667,0.0,6.224999999994768e-06
3590,201.279999,124.95238,80.39261,180.03842,123.45458,0.15050675675675676,0.8494932432432432,0.17427385892116182,0.8257261410788381,8.156597222220816e-05,2.256805555555087e-05
3591,202.289993,124.95238,80.56768,194.08822,118.52656,0.15844594594594594,0.841554054054054,0.175,0.825,0.0,4.322986111109669e-05
3592,210.899994,124.95238,80.56768,188.44016,122.87836,0.15625,0.84375,0.175,0.825,0.0002040138888888,0.0
3593,225.699997,116.25,62.88544,206.13455,129.46715,0.14763513513513515,0.852364864864865,0.16260162601626016,0.8373983739837398,0.0,0.0
3594,241.360001,116.25,62.63689,221.42795,130.35582,0.1489864864864865,0.8510135135135135,0.16260162601626016,0.8373983739837398,7.060416666665188e-05,0.0
3595,291.140015,116.25,62.63689,232.89323,130.18034,0.14712837837837836,0.8528716216216216,0.16260162601626016,0.8373983739837398,0.0,8.078680555554632e-05
3596,295.0,116.25,62.63689,225.03932,127.81507,0.14307432432432432,0.8569256756756757,0.16260162601626016,0.8373983739837398,0.0,1.3472222222156285e-07
3597,266.459991,116.25,62.63689,170.63841,126.96894,0.13935810810810811,0.8606418918918919,0.16260162601626016,0.8373983739837398,0.0,0.0
3598,243.679993,116.25,62.63689,180.36807,128.39925,0.13327702702702704,0.866722972972973,0.16260162601626016,0.8373983739837398,0.0,0.0
3599,227.5,116.25,62.63689,168.46295,126.11284,0.12702702702702703,0.8729729729729729,0.16260162601626016,0.8373983739837398,0.0,0.0013639425082745
3600,200.910004,20.0,96.46552,84.37666,159.42428,0.10422297297297298,0.895777027027027,0.07936507936507936,0.9206349206349206,0.0,0.0002825152777777
3601,183.0,20.0,96.46552,87.15112,128.55624,0.09780405405405405,0.902195945945946,0.07936507936507936,0.9206349206349206,0.0,8.373958333332284e-05
3602,179.619995,20.0,96.46552,85.10405,128.15262,0.10472972972972973,0.8952702702702703,0.07936507936507936,0.9206349206349206,0.0,7.687499999982824e-07
3603,177.020004,20.0,96.46552,65.6,127.69842,0.003386004514672687,0.9966139954853274,0.07936507936507936,0.9206349206349206,0.0,2.8493055555546145e-05
3604,180.009995,20.0,96.46552,0.0,128.27906,0.0,1.0,0.07936507936507936,0.9206349206349206,0.0,7.1986111111050416e-06
3605,195.990005,20.0,96.46552,68.2,160.2392,0.018452167681834473,0.9815478323181656,0.07936507936507936,0.9206349206349206,0.0010978527777776,0.0
3606,228.679993,20.0,96.52174,116.94598,164.03576,0.11689189189189189,0.883108108108108,0.08,0.92,5.557569444442646e-05,0.0
3607,247.770004,20.0,96.52174,108.28388,163.7149,0.09881756756756757,0.9011824324324325,0.08,0.92,0.0006898090277776,7.65763888888592e-06
3608,243.139999,99.0,57.2931,91.23322,168.0813,0.08614864864864864,0.9138513513513513,0.03333333333333333,0.9666666666666667,0.000459686111111,0.0
3609,225.899994,99.0,57.3488,68.84327,166.27407,0.08678034779672464,0.9132196522032754,0.03319502074688797,0.966804979253112,0.0,0.0
3610,200.630005,99.0,57.36845,82.07846,166.70018,0.08445945945945946,0.9155405405405406,0.03319502074688797,0.966804979253112,0.0,0.0
3611,193.910004,99.0,57.36794,104.22867,168.70113,0.07111486486486487,0.928885135135135,0.03319502074688797,0.966804979253112,0.0,0.0
3612,192.270004,99.0,57.34403,91.39651,173.66284,0.09442567567567567,0.9055743243243244,0.03319502074688797,0.966804979253112,0.0,0.0
3613,184.070007,99.0,57.34249,126.04339,173.86096,0.12804054054054054,0.8719594594594595,0.03319502074688797,0.966804979253112,0.0,6.351388888883807e-06
3614,182.539993,99.0,57.30931,106.73125,173.79358,0.12939189189189187,0.8706081081081081,0.03319502074688797,0.966804979253112,0.0,0.0
3615,182.080002,99.0,57.2931,94.53338,173.43928,0.10185810810810811,0.898141891891892,0.03333333333333333,0.9666666666666667,0.0,8.518124999998673e-05
3616,182.380005,99.0,57.30888,85.36021,172.12733,0.07162162162162163,0.9283783783783784,0.03319502074688797,0.966804979253112,0.0,4.899999999998301e-05
3617,200.0,99.0,57.29343,84.97985,168.65714,0.07771236333052986,0.9222876366694701,0.03319502074688797,0.966804979253112,2.8687499999967434e-06,0.0008825277777776
3618,234.970001,99.0,57.2931,101.41616,167.85476,0.0941968040370059,0.9058031959629941,0.03333333333333333,0.9666666666666667,0.0,0.0001051090277777
3619,255.020004,99.0,57.2931,61.01115,172.64133,0.08915054667788057,0.9108494533221194,0.03333333333333333,0.9666666666666667,9.59215277777497e-05,0.0
3620,258.670013,99.0,57.2931,69.16222,171.16185,0.087973086627418,0.9120269133725821,0.03333333333333333,0.9666666666666667,0.0,0.0
3621,247.509995,99.0,57.2931,97.42267,168.26608,0.08025413810399598,0.919745861896004,0.03333333333333333,0.9666666666666667,0.0,1.1354166666658709e-06
3622,240.009995,20.0,74.53782,95.18922,167.29298,0.0911690496215307,0.9088309503784692,0.0916030534351145,0.9083969465648855,0.0,0.0
3623,227.979996,0.0,74.34711,79.96705,167.20108,0.07064760302775441,0.9293523969722456,0.0,1.0,0.0004018151838142,0.0
3624,220.0,16.38889,101.50568,113.34061,127.85402,0.12972972972972974,0.8702702702702704,0.14563106796116507,0.8543689320388349,0.0001263805555555,0.0003683340277777
3625,207.449997,173.33333,101.50568,117.06303,121.44771,0.11993243243243243,0.8800675675675675,0.12437810945273632,0.8756218905472637,0.0,0.0003338958333332
3626,199.089996,173.33333,101.50568,109.52682,123.30044,0.10945945945945945,0.8905405405405407,0.12437810945273632,0.8756218905472637,0.0036188430555552,0.005965388194444
3627,182.529999,158.33333,101.50568,103.01272,122.94665,0.10945945945945945,0.8905405405405407,0.12437810945273632,0.8756218905472637,0.0,0.0
3628,182.279999,158.33333,101.50568,104.46174,123.39357,0.10945945945945945,0.8905405405405407,0.12437810945273632,0.8756218905472637,0.0,0.0
3629,198.949997,190.0,101.50568,100.80291,136.40842,0.10033783783783784,0.8996621621621622,0.12437810945273632,0.8756218905472637,7.305347222220229e-05,0.0
3630,230.0,96.66667,101.50568,102.97278,140.00421,0.09611486486486487,0.9038851351351351,0.12437810945273632,0.8756218905472637,0.0,3.5030555555548324e-05
