Hour,Spot,FD1_down,FD2_down,FD1_up,FD2_up,FD1_up_percentage,FD2_up_percentage,FD1_down_percentage,FD2_down_percentage,FD_act_up,FD_act_down
6981,167.089996,55.83295,62.87541,47.7697,61.85645,0.04600694444444445,0.9539930555555556,0.05172413793103448,0.9482758620689655,0.0003885631944443,0.0
6982,163.289993,56.18712,62.89323,0.0,61.77782,0.0,1.0,0.05123152709359606,0.9487684729064039,0.0,0.0
6983,153.919998,56.17581,62.89364,0.0,61.92757,0.0,1.0,0.05172413793103448,0.9482758620689655,1.0001250069443476e-05,0.0010697177620977
6984,131.619995,57.07996,57.84186,2.0,60.23702,0.0003854307188282906,0.9996145692811716,0.22255046774987688,0.777449532250123,1.844027777777245e-05,0.0
6985,125.18,56.97936,57.83447,57.3488,60.2803,0.10994854202401372,0.8900514579759863,0.2230428360413589,0.776957163958641,0.0,0.0014199645833331
6986,121.419998,56.88971,57.825,57.93853,60.3264,0.10943396226415093,0.8905660377358491,0.22364532019704433,0.7763546798029556,0.0,2.9791666666643124e-05
6987,125.120003,56.85721,57.81486,59.98485,60.43443,0.024526198439241913,0.975473801560758,0.22413793103448276,0.7758620689655172,0.0001033763888888,0.0
6988,133.179993,56.86213,57.80737,2.0,60.33376,0.0003845414343395501,0.9996154585656604,0.2246305418719212,0.7753694581280789,0.0,0.0
6989,148.600006,56.71424,57.82862,2.0,60.28076,0.0003868471953578337,0.999613152804642,0.22561576354679802,0.7743842364532019,0.0,6.864583333328807e-06
6990,169.429993,55.5153,57.73236,2.0,60.48389,0.0003812428516965307,0.9996187571483034,0.22413793103448276,0.7758620689655172,0.0,0.003366270833333
6991,240.649994,60.40534,57.72617,0.0,60.50507,0.0,1.0,0.22512315270935962,0.7748768472906404,7.451388888865848e-07,0.0
6992,247.740005,63.37458,57.23814,6.88903,60.34331,0.02150742291587362,0.9784925770841265,0.2044334975369458,0.7955665024630542,0.0,0.0001365333333333
6993,216.690002,64.18269,57.18263,14.22107,60.44096,0.022873345935727787,0.9771266540642721,0.2066929133858268,0.7933070866141733,2.7286111111105447e-05,0.0033119722222219
6994,187.309998,63.51394,57.07863,10.1,60.36159,0.01477832512315271,0.9852216748768474,0.21379310344827585,0.7862068965517242,0.0008741569444442,0.0
6995,174.759995,60.76891,57.10871,0.0,60.37772,0.0,1.0,0.21210629921259844,0.7878937007874016,0.0022769729166665,0.0
6996,152.619995,60.86731,57.11823,0.0,60.35956,0.0,1.0,0.2106299212598425,0.7893700787401575,0.0002150270833332,0.0
6997,148.190002,63.36532,57.06436,0.0,60.42217,0.0,1.0,0.2155511811023622,0.7844488188976378,0.0012323090277777,0.0
6998,142.479996,58.89841,57.97204,18.93,60.43208,0.017313546423135463,0.9826864535768645,0.1638779527559055,0.8361220472440946,0.0002374999999999,0.0
6999,151.259995,58.60571,57.95144,57.41944,60.35866,0.1111492281303602,0.8888507718696399,0.1687992125984252,0.8312007874015749,8.236041666665263e-05,0.0
7000,168.929993,56.92322,58.69928,63.67174,60.31172,0.11217838765008577,0.8878216123499143,0.2155511811023622,0.7844488188976378,3.3838888888881375e-05,2.9834027777770148e-05
7001,197.839996,56.92322,58.69928,61.05828,60.65338,0.08284734133790737,0.9171526586620927,0.2155511811023622,0.7844488188976378,0.0,0.0012905444444443
7002,240.160004,57.25215,58.78595,58.59605,60.32181,0.10240137221269298,0.8975986277873069,0.20816929133858267,0.7918307086614174,0.0,0.0
7003,226.919998,57.20028,58.78595,57.95022,60.3245,0.10291595197255575,0.8970840480274442,0.20738916256157636,0.7926108374384236,1.59722222223577e-08,0.0
7004,166.5,59.49838,58.7913,58.85402,60.30532,0.09588336192109777,0.9041166380789023,0.20728705071393402,0.792712949286066,0.0,0.0
7005,146.570007,64.08509,58.77898,59.61456,60.36156,0.08953687821612351,0.9104631217838765,0.20943952802359883,0.7905604719764012,9.777777777762885e-07,0.0001014965277777
7006,148.149994,59.31726,58.66578,59.511,60.35508,0.083704974271012,0.916295025728988,0.21899606299212598,0.781003937007874,0.0,1.4916666666659534e-06
7007,131.570007,59.38926,58.66566,0.0,60.23113,0.0,1.0,0.21822660098522165,0.7817733990147783,0.0,0.0
7008,127.529999,89.81458,55.24422,0.0,58.69399,0.0,1.0,0.2561436672967864,0.7438563327032136,0.0031896958333331,0.0
7009,114.889999,78.82516,56.46097,0.0,58.73504,0.0,1.0,0.2872727272727273,0.7127272727272728,0.0,9.380763888887768e-05
7010,77.389999,78.82516,56.46097,0.0,58.78342,0.0,1.0,0.2872727272727273,0.7127272727272728,0.0,6.666666666660998e-08
7011,76.019997,78.80903,56.46097,0.0,58.59431,0.0,1.0,0.2869486130059118,0.7130513869940882,0.000563398611111,0.0
7012,71.970001,79.04566,56.46097,0.0,58.76132,0.0,1.0,0.29177958446251123,0.7082204155374887,0.0,0.0
7013,112.339996,69.88292,55.19809,0.0,60.14449,0.0,1.0,0.27897838899803534,0.7210216110019646,0.0001379013888888,0.0
7014,149.520004,67.10586,55.2598,0.0,60.84099,0.0,1.0,0.2738916256157636,0.7261083743842365,5.248749999997681e-05,0.0001078874999999
7015,172.710007,73.78308,55.82587,28.43958,60.80039,0.02698593690611934,0.9730140630938806,0.20788177339901479,0.7921182266009853,9.722222222347594e-09,0.0
7016,195.809998,53.71933,53.61757,53.65551,60.77443,0.04008992131884601,0.9599100786811541,0.2206896551724138,0.7793103448275861,4.1666666666569565e-08,0.0
7017,167.649994,52.76476,53.44695,54.9861,60.79227,0.048016314423433445,0.9519836855765665,0.22561576354679802,0.7743842364532019,0.0,0.0
7018,167.410004,51.05009,53.48318,42.45934,60.74275,0.04243783884838287,0.9575621611516171,0.21822660098522165,0.7817733990147783,0.0,0.000195567361111
7019,155.509995,50.68526,53.54249,47.19,60.77042,0.05149101685497315,0.948508983145027,0.20591133004926107,0.7940886699507389,0.0,0.0
7020,132.199997,50.50337,53.51541,57.13844,60.68676,0.1300171526586621,0.8699828473413379,0.2044334975369458,0.7955665024630542,0.0,0.0
7021,129.880005,51.82336,53.45748,57.11315,60.68526,0.12778730703259006,0.87221269296741,0.22566371681415928,0.7743362831858407,0.0007088638888888,0.0
7022,130.080002,50.77205,53.51356,57.91662,60.77888,0.12778730703259006,0.87221269296741,0.21182266009852216,0.7881773399014779,1.1385416666662212e-05,0.0
7023,134.320007,50.93796,53.63696,61.81018,60.67344,0.12658662092624356,0.8734133790737564,0.21921182266009853,0.7807881773399015,2.4535416666661763e-05,0.0
7024,144.509995,50.93796,53.63696,63.1062,60.66426,0.11921097770154374,0.8807890222984562,0.21921182266009853,0.7807881773399015,0.0,0.0
7025,168.279999,50.93796,53.63696,61.46931,60.64521,0.11903945111492283,0.8809605488850772,0.21921182266009853,0.7807881773399015,0.0,0.0
7026,177.679993,50.95118,53.61871,61.64595,60.64933,0.10428816466552315,0.895711835334477,0.2206896551724138,0.7793103448275861,0.0,0.0
7027,181.970001,50.95118,53.61808,62.2609,60.73762,0.1120748299319728,0.8879251700680273,0.2206896551724138,0.7793103448275861,0.0,0.0
7028,153.720001,51.02614,53.61808,61.60864,60.6745,0.10343053173241852,0.8965694682675815,0.2206896551724138,0.7793103448275861,0.0,0.0
7029,137.100006,59.37132,53.61808,57.5277,60.72964,0.03687995574405311,0.9631200442559469,0.2206896551724138,0.7793103448275861,5.789999999999246e-05,0.0003750305555554
7030,128.619995,57.72587,53.61808,29.32864,60.61558,0.02544333076329992,0.9745566692367,0.27696526508226693,0.7230347349177331,6.527777777728024e-08,0.0
7031,120.260002,58.84457,53.61808,0.0,60.52132,0.0,1.0,0.31722054380664655,0.6827794561933535,0.0,0.0
7032,131.729996,66.57574,53.55962,44.3286,57.6044,0.009656237929702589,0.9903437620702974,0.27721866422689845,0.7227813357731016,0.0,0.0
7033,118.620003,66.57588,52.71468,35.1841,57.80088,0.020099540581929556,0.9799004594180705,0.28377153218495016,0.7162284678150499,0.0001278520833333,0.0
7034,113.360001,66.57588,52.71456,32.20976,57.66882,0.016188090190788207,0.9838119098092118,0.28377153218495016,0.7162284678150499,3.145833333332367e-05,0.0
7035,111.010002,67.99636,52.71456,48.61506,60.61691,0.016173031956352304,0.9838269680436478,0.2943278249218401,0.7056721750781598,0.0,0.0
7036,115.970001,68.34904,52.71456,0.0,60.48041,0.0,1.0,0.29052537045352494,0.7094746295464751,0.0,5.2245138888877584e-05
7037,136.360001,51.57134,50.70045,0.0,63.56933,0.0,1.0,0.2623413258110014,0.7376586741889987,0.0,0.0
7038,155.770004,51.60488,50.70006,59.12057,63.89329,0.03993154592127781,0.9600684540787222,0.26784881007932804,0.732151189920672,0.0,8.028611111110183e-05
7039,180.850006,51.24014,52.34888,61.3408,64.0392,0.1009009009009009,0.8990990990990991,0.26372595025809475,0.7362740497419051,5.012083333332572e-05,0.0001500138888888
7040,194.580002,48.64445,50.27683,62.67285,62.50301,0.1097604576331784,0.8902395423668217,0.29317647058823526,0.7068235294117646,3.288055555554633e-05,0.0
7041,194.619995,48.78478,50.27696,75.17422,62.68058,0.123340321453529,0.8766596785464711,0.29384109073812886,0.7061589092618712,0.0,0.0
7042,181.740005,47.06935,50.34168,71.83424,62.68691,0.14794706481167288,0.8520529351883271,0.26089060987415297,0.739109390125847,0.0,0.0
7043,177.960007,46.34074,50.28231,70.90512,62.30265,0.15965388530709196,0.8403461146929081,0.25736738703339884,0.7426326129666011,0.0,0.0
7044,174.070007,45.93187,50.35055,72.63828,62.23192,0.15693926026467594,0.843060739735324,0.24532019704433497,0.754679802955665,0.0,0.0
7045,166.5,46.28428,50.28291,70.78335,62.24458,0.15337631489650494,0.8466236851034951,0.2576354679802956,0.7423645320197044,0.0,9.378333333331736e-05
7046,168.960007,46.56299,50.33144,72.1797,62.44501,0.1336952833389888,0.8663047166610113,0.25061546036435256,0.7493845396356474,0.0,0.0
7047,171.070007,48.70574,50.28255,70.70758,62.6149,0.14082117407533085,0.8591788259246691,0.2576354679802956,0.7423645320197044,0.0,2.500000000004042e-08
7048,178.830002,48.6007,50.27656,68.37222,62.78154,0.15914489311163896,0.8408551068883611,0.2600985221674877,0.7399014778325123,0.0,0.0
7049,197.179993,48.50741,50.88352,68.74374,62.77963,0.1450627757041059,0.8549372242958941,0.2108374384236453,0.7891625615763547,0.0,0.0001093631944444
7050,201.490005,45.81075,50.88377,67.63813,62.49078,0.163556158805565,0.836443841194435,0.2108374384236453,0.7891625615763547,7.424999999994735e-06,0.0
7051,209.940002,45.81075,50.88377,70.74126,62.47784,0.16398713826366562,0.8360128617363345,0.2108374384236453,0.7891625615763547,0.0,1.6131944444437192e-05
7052,179.039993,67.52683,51.75225,67.92761,62.48281,0.16270783847981,0.83729216152019,0.22216748768472908,0.777832512315271,0.0,0.0077015993055549
7053,164.600006,68.02434,51.75339,67.76198,62.41458,0.1559959349593496,0.8440040650406505,0.22749510763209393,0.7725048923679061,0.0,0.0
7054,155.339996,83.58245,51.75199,67.19862,61.91494,0.0686456400742115,0.9313543599257885,0.22787286063569684,0.7721271393643032,1.1332638888880018e-05,0.0
7055,143.210007,83.58245,51.75199,99.99999395000002,61.698,0.023282887077997673,0.9767171129220024,0.22787286063569684,0.7721271393643032,0.0,0.0
7056,143.220001,104.83943,54.38134,1.19333,55.70858,0.0017754981258630894,0.9982245018741369,0.22692307692307695,0.7730769230769231,0.000465561111111,0.0
7057,132.710007,77.19014,54.38134,0.0,55.49459,0.0,1.0,0.24329411764705883,0.7567058823529412,0.0,0.0003036194444444
7058,129.029999,76.5662,54.38134,0.0,55.51692,0.0,1.0,0.25313516024152344,0.7468648397584765,0.0,0.0002999999999999
7059,132.490005,88.2523,54.38134,2.316,55.41911,0.001997602876548142,0.9980023971234518,0.2572748267898384,0.7427251732101617,0.0,0.0001936624999999
7060,132.740005,88.39443,54.38134,2.316,55.44484,0.0020012007204322593,0.9979987992795677,0.2565880721220527,0.7434119278779473,0.0,0.0
7061,134.899994,77.72853,54.38134,28.40469,57.40712,0.01902874132804757,0.9809712586719523,0.22055259331071253,0.7794474066892875,0.0,0.0
7062,133.800003,68.69746,53.2656,55.22476,58.25008,0.025256511444356748,0.9747434885556432,0.2645761881430671,0.7354238118569328,0.0,0.0
7063,141.199997,64.09974,53.2656,50.62926,58.14857,0.0267538644470868,0.9732461355529132,0.2645761881430671,0.7354238118569328,0.0,0.0
7064,145.490005,73.15621,51.39239,57.96417,57.82446,0.07297605473204104,0.9270239452679588,0.2538834951456311,0.7461165048543689,0.0,4.7195833333319015e-05
7065,145.600006,73.15621,51.39239,78.29912,57.84931,0.08291127368223598,0.917088726317764,0.2538834951456311,0.7461165048543689,0.0,0.0
7066,140.449997,71.54878,51.39239,76.61915,57.75748,0.09399332591768633,0.9060066740823137,0.2538834951456311,0.7461165048543689,0.0,0.0
7067,132.350006,54.21889,50.98856,117.95423,57.75855,0.16689536878216124,0.8331046312178387,0.28056502679006334,0.7194349732099367,1.2215277777771268e-05,0.0
7068,129.139999,52.71585,51.23336,146.93878,57.69877,0.09037255625230542,0.9096274437476944,0.25270935960591134,0.7472906403940887,0.0,1.597222222220967e-07
7069,121.169998,51.40035,51.23336,111.67978,57.69658,0.14939965694682675,0.8506003430531732,0.25270935960591134,0.7472906403940887,1.3653472222218256e-05,0.0002142368055555
7070,114.849998,97.42622,51.23336,108.22446,57.74564,0.15145797598627786,0.8485420240137221,0.25270935960591134,0.7472906403940887,0.0,0.0001472916666666
7071,116.800003,108.73626,51.23336,106.60664,57.76063,0.15403087478559177,0.8459691252144083,0.25270935960591134,0.7472906403940887,5.596527777773887e-06,0.0
7072,132.800003,124.43522,51.23336,67.73782,57.79178,0.15403087478559177,0.8459691252144083,0.25270935960591134,0.7472906403940887,0.0,0.0
7073,159.119995,75.55281,53.33184,65.0571,57.7807,0.14682675814751286,0.8531732418524871,0.22807881773399014,0.7719211822660098,0.0,4.926319444443797e-05
7074,179.130005,114.46773,53.26622,60.4543,57.6618,0.1593481989708405,0.8406518010291596,0.2561576354679803,0.7438423645320197,0.0001661374999999,0.0
7075,183.229996,80.8851,53.26622,64.73393,57.65138,0.15660377358490565,0.8433962264150944,0.2561576354679803,0.7438423645320197,0.0,0.0
7076,164.160004,82.79519,53.26622,64.02275,57.77365,0.15385934819897085,0.8461406518010292,0.2561576354679803,0.7438423645320197,0.0,0.0111147895833326
7077,143.0,84.83071,53.26622,65.60013,57.67413,0.15317324185248712,0.8468267581475128,0.2561576354679803,0.7438423645320197,0.0,0.0003599680555554
7078,137.009995,92.56675,53.26622,58.78851,57.62417,0.1567753001715266,0.8432246998284735,0.302540415704388,0.6974595842956121,0.0001082722222221,0.0
7079,132.419998,92.56675,53.26622,43.09765,57.66578,0.05528984120910656,0.9447101587908934,0.302540415704388,0.6974595842956121,0.0,3.393472222221108e-05
7080,110.660004,60.80765,54.14907,15.10965,55.82987,0.021644199734194042,0.978355800265806,0.267515923566879,0.732484076433121,0.0,0.0
7081,99.150002,68.25317,54.14907,6.00726,55.80221,0.021454338333016902,0.9785456616669832,0.29663608562691135,0.7033639143730887,3.6388888888843565e-07,0.0
7082,93.540001,74.01782,54.14907,6.19,55.78981,0.019413779977160255,0.9805862200228397,0.310197086546701,0.689802913453299,0.0012551388888886,0.0001051388888888
7083,90.0,73.75443,54.14907,1.83802,56.14174,0.016424751718869365,0.9835752482811306,0.31284677763551,0.68715322236449,0.0,0.0076482458333327
7084,92.209999,71.03891,54.14907,1.83824,56.14703,0.01623996943064578,0.9837600305693542,0.28444444444444444,0.7155555555555555,0.0,0.0
7085,88.550003,65.82943,54.14907,20.30508,57.84961,0.03519346684814311,0.9648065331518569,0.20689655172413793,0.7931034482758621,1.2961111111104983e-05,0.0
7086,104.800003,65.58603,54.12748,2.36912,59.04797,0.021806252412196067,0.978193747587804,0.1975369458128079,0.8024630541871921,1.1604861111100815e-05,0.0
7087,110.0,51.71736,53.29812,0.0,58.90608,0.0,1.0,0.21477832512315273,0.7852216748768474,5.881319444441887e-05,0.0
7088,121.459999,59.12186,50.47503,7.284,58.73326,0.0009940357852882703,0.9990059642147118,0.21477832512315273,0.7852216748768474,0.0,0.0
7089,114.860001,59.12186,50.47503,1.84385,58.86507,0.012658227848101266,0.9873417721518988,0.21477832512315273,0.7852216748768474,0.0,0.0
7090,96.0,58.33546,50.43086,34.8221,58.83556,0.019338619222587505,0.9806613807774125,0.20492610837438424,0.7950738916256158,0.0002076034722221,0.0
7091,93.230003,47.67418,50.33108,34.11209,59.08943,0.02051090807383927,0.9794890919261607,0.2123152709359606,0.7876847290640394,0.0001809680555555,0.0
7092,83.470001,48.40573,50.24516,56.92346,59.12008,0.10159545204474602,0.898404547955254,0.19507389162561578,0.8049261083743843,0.0,0.0
7093,76.169998,49.32401,50.34006,62.81933,59.17965,0.15866209262435677,0.8413379073756432,0.21477832512315273,0.7852216748768474,1.4597222222214848e-05,0.0
7094,78.309998,49.25848,50.34824,63.46213,59.21592,0.15849056603773587,0.8415094339622642,0.21724137931034485,0.7827586206896552,6.94444444442826e-08,0.0
7095,80.019997,49.01536,50.36237,69.3074,59.12302,0.16003430531732418,0.8399656946826758,0.21970443349753696,0.7802955665024631,0.0,2.805555555552964e-07
7096,89.230003,49.01536,50.36237,71.50727,59.12251,0.16020583190394513,0.8397941680960549,0.21970443349753696,0.7802955665024631,0.0,0.0
7097,103.870003,49.01536,50.36237,70.59663,59.09493,0.16020583190394513,0.8397941680960549,0.21970443349753696,0.7802955665024631,0.0,0.0
7098,112.440002,49.39466,50.40278,68.58066,59.3192,0.13344768439108062,0.8665523156089193,0.21970443349753696,0.7802955665024631,0.0,0.0003039541666666
7099,115.489998,49.39466,50.40278,66.41322,59.31242,0.13790737564322472,0.8620926243567754,0.21970443349753696,0.7802955665024631,0.0,0.000190204861111
7100,102.980003,49.39466,50.40278,63.62407,59.3126,0.13344768439108062,0.8665523156089193,0.21970443349753696,0.7802955665024631,0.0,0.0140131576388881
7101,87.330002,49.20114,50.40278,65.30803,59.33684,0.13344768439108062,0.8665523156089193,0.21970443349753696,0.7802955665024631,4.763888888876306e-07,0.0004348270833332
7102,80.709999,45.79513,50.40278,61.4697,59.33458,0.06271970397779833,0.9372802960222018,0.21970443349753696,0.7802955665024631,0.0,0.0
7103,73.529999,48.97777,50.37628,57.45333,59.22391,0.03595592499516722,0.9640440750048328,0.22758620689655173,0.7724137931034484,0.0004359650952579,0.0
7104,52.810001,86.60028,51.04302,7.74,56.83569,0.03677431398170618,0.9632256860182937,0.3283712784588441,0.6716287215411558,5.239444444442527e-05,0.0
7105,49.82,78.97447,51.04302,8.1,56.6417,0.014979142965491089,0.9850208570345089,0.3014571948998178,0.6985428051001821,0.0010470590277776,0.0
7106,38.080002,78.98051,51.04302,5.32667,56.643,0.0011542901115813773,0.9988457098884186,0.3014571948998178,0.6985428051001821,0.0004734972222221,0.0
7107,25.08,78.98051,51.04302,1.84214,56.98756,0.013335873499714232,0.9866641265002858,0.3014571948998178,0.6985428051001821,0.001353484722222,0.0
7108,38.07,73.14051,51.04302,1.84214,56.78962,0.013639906469212782,0.9863600935307871,0.2781176470588235,0.7218823529411765,0.0,0.0
7109,52.330002,44.11771,46.84343,0.0,72.22008,0.0,1.0,0.21970443349753696,0.7802955665024631,0.0,0.0045422715277773
7110,68.290001,43.3176,45.94643,46.96588,75.72885,0.0032686021918861756,0.9967313978081137,0.22758620689655173,0.7724137931034484,4.6788194444432486e-05,0.0003842569444444
7111,103.690002,43.75405,45.94643,161.47953,75.29889,0.12465277777777778,0.8753472222222222,0.22758620689655173,0.7724137931034484,0.0057451534722219,0.0006185388888888
7112,122.099998,43.75405,44.79847,163.55544,77.30237,0.13090277777777778,0.8690972222222223,0.22758620689655173,0.7724137931034484,0.0,0.0
7113,108.910004,43.75405,44.79847,170.53442,77.46063,0.12760416666666666,0.8723958333333334,0.22758620689655173,0.7724137931034484,0.0,0.0002187874999999
7114,104.75,43.75405,44.79847,145.36087,77.41434,0.05197740112994351,0.9480225988700565,0.22758620689655173,0.7724137931034484,0.0,0.0095088986111105
7115,81.489998,42.98374,44.7795,166.92754,75.67762,0.1279513888888889,0.8720486111111111,0.22512315270935962,0.7748768472906404,5.75416666666199e-06,0.0
7116,68.099998,42.76258,44.80102,94.89389,75.99413,0.1279513888888889,0.8720486111111111,0.22758620689655173,0.7724137931034484,0.0,3.233958333332016e-05
7117,67.82,40.04348,44.78042,79.4415,75.97398,0.1296875,0.8703125,0.22512315270935962,0.7748768472906404,0.0003638256944444,0.0
7118,68.190002,40.49582,44.78191,82.79599,75.89512,0.12135416666666668,0.8786458333333333,0.22512315270935962,0.7748768472906404,0.0,0.0
7119,76.160004,42.62634,44.80102,100.12853,75.98749,0.12534722222222222,0.8746527777777778,0.22758620689655173,0.7724137931034484,1.0923611111084911e-06,0.0
7120,82.5,42.97586,44.80102,99.53584,75.70865,0.10607638888888889,0.8939236111111111,0.22758620689655173,0.7724137931034484,0.0,0.0
7121,109.980003,42.96418,44.80102,89.06173,70.88236,0.14427083333333332,0.8557291666666667,0.22758620689655173,0.7724137931034484,4.246527777773678e-06,0.0
7122,122.269997,41.02812,45.57143,74.93679,70.24771,0.14513888888888887,0.8548611111111111,0.22758620689655173,0.7724137931034484,0.0,0.0
7123,134.300003,41.01736,45.57143,66.95918,70.24409,0.14218750000000002,0.8578125000000001,0.22758620689655173,0.7724137931034484,0.0,6.952013888886802e-05
7124,109.230003,41.06924,45.57143,66.81766,70.18329,0.1407986111111111,0.8592013888888889,0.22758620689655173,0.7724137931034484,0.0,0.0
7125,86.730003,43.08749,45.57143,62.96146,69.90084,0.11319444444444444,0.8868055555555556,0.22758620689655173,0.7724137931034484,0.0,0.0
7126,85.669998,43.08277,49.58928,65.45792,64.06743,0.11354166666666668,0.8864583333333333,0.22758620689655173,0.7724137931034484,9.409722222194125e-07,8.520833333309281e-07
7127,78.400002,48.08753,49.58928,58.0316,63.95331,0.02742857142857143,0.9725714285714286,0.22758620689655173,0.7724137931034484,0.0012167722398176,4.665499805521962e-05
7128,25.48,60.53391,47.58344,0.0,55.70798,0.0,1.0,0.22660098522167488,0.7733990147783252,0.0002589888888888,0.0001515201388888
7129,50.540001,60.53391,47.58344,0.0,55.80368,0.0,1.0,0.22660098522167488,0.7733990147783252,0.0003587104166666,0.0
7130,56.490002,60.53391,47.58344,0.0,55.78198,0.0,1.0,0.22660098522167488,0.7733990147783252,0.0,0.0003585416666666
7131,56.189999,60.53391,47.58344,2.20267,55.85308,0.005729564553093964,0.9942704354469061,0.22660098522167488,0.7733990147783252,0.0,0.0016948659722219
7132,67.400002,60.53391,47.58344,2.20267,55.85388,0.005758157389635317,0.9942418426103646,0.22660098522167488,0.7733990147783252,0.0,0.0007243388888887
7133,70.669998,52.66627,46.90535,52.0,61.59325,0.029521747687463098,0.9704782523125369,0.20886699507389161,0.7911330049261084,0.0,0.0031251701388886
7134,86.879997,57.74481,46.04894,62.04552,64.506,0.07408102025506376,0.9259189797449361,0.20886699507389161,0.7911330049261084,1.3299305555548714e-05,0.0
7135,118.650002,50.34292,46.04894,61.18001,64.93411,0.13458831808585503,0.865411681914145,0.20886699507389161,0.7911330049261084,0.0002215097222221,6.591736111109242e-05
7136,139.429993,50.34292,44.92814,62.78742,64.67156,0.1577054794520548,0.8422945205479452,0.20886699507389161,0.7911330049261084,4.765208333331482e-05,0.0
7137,126.169998,50.34292,44.92814,58.21826,64.73523,0.059396485867074106,0.9406035141329259,0.20886699507389161,0.7911330049261084,0.0,0.0008632819444443
7138,102.209999,47.3012,44.92814,33.48385,64.7322,0.06463878326996197,0.935361216730038,0.20886699507389161,0.7911330049261084,0.0,0.0
7139,100.099998,42.84616,44.92814,46.41571,64.74739,0.037282842084715995,0.9627171579152841,0.20886699507389161,0.7911330049261084,0.0,0.0
7140,93.809998,43.26715,44.93101,58.14839,65.8134,0.05265180630284397,0.9473481936971561,0.20886699507389161,0.7911330049261084,0.0,0.0
7141,78.720001,42.09139,44.93101,58.20312,65.83516,0.0722483537158984,0.9277516462841017,0.20886699507389161,0.7911330049261084,0.0,0.0002075576388888
7142,79.980003,41.81243,44.93101,76.12797,66.43298,0.1214041095890411,0.878595890410959,0.20886699507389161,0.7911330049261084,0.0,0.0
7143,92.110001,42.26337,44.93101,76.05723,66.45323,0.12191780821917808,0.8780821917808218,0.20886699507389161,0.7911330049261084,0.0,0.0
7144,115.599998,42.81667,44.93101,72.62443,66.39009,0.15087898958866702,0.849121010411333,0.20886699507389161,0.7911330049261084,4.689236111110162e-05,0.0
7145,154.830002,42.73092,44.93101,64.02414,66.91764,0.1291095890410959,0.8708904109589042,0.20886699507389161,0.7911330049261084,8.961319444443116e-05,0.0002386243055555
7146,180.309998,42.91406,45.79601,64.19913,66.19864,0.12825342465753425,0.8717465753424658,0.20886699507389161,0.7911330049261084,0.0,0.0037037902777775
7147,186.330002,43.09726,45.79601,64.33827,66.18728,0.12705479452054794,0.8729452054794521,0.20886699507389161,0.7911330049261084,0.0,3.535416666665804e-05
7148,152.699997,43.17898,45.79601,65.06499,65.91099,0.13692307692307693,0.8630769230769231,0.20886699507389161,0.7911330049261084,0.0019103131944442,0.0
7149,130.429993,48.2509,45.79601,65.05768,65.96371,0.13692307692307693,0.8630769230769231,0.20886699507389161,0.7911330049261084,0.0009025861111109,0.0
7150,120.669998,53.63171,45.43726,64.06342,65.46488,0.15247863247863247,0.8475213675213675,0.23842364532019703,0.7615763546798029,0.0,0.0
7151,112.330002,53.90872,45.43726,59.82485,65.271,0.1491467576791809,0.8508532423208192,0.23842364532019703,0.7615763546798029,0.0002004495053356,0.0
7152,97.599998,80.51946,46.16706,0.0,55.6106,0.0,1.0,0.258128078817734,0.741871921182266,0.0,0.0
7153,91.389999,71.62517,46.16706,1.81092,55.65818,0.026349972165522356,0.9736500278344775,0.258128078817734,0.741871921182266,0.0,0.0
7154,88.230003,71.62517,46.16706,1.7139,55.74162,0.026135310472659868,0.9738646895273401,0.258128078817734,0.741871921182266,0.0,3.235416666665516e-05
7155,88.690002,71.58305,46.16706,1.81115,55.72984,0.02586527726088575,0.9741347227391143,0.258128078817734,0.741871921182266,0.0,0.0
7156,96.529999,71.20334,46.16706,15.51185,55.72403,0.03580463125121619,0.9641953687487839,0.2599508599508599,0.74004914004914,0.0,0.0
7157,107.510002,84.99904,45.47781,2.71,64.54605,0.0001893939393939394,0.999810606060606,0.28078817733990147,0.7192118226600985,0.0,0.0
7158,128.039993,70.61825,44.47487,0.0,67.80542,0.0,1.0,0.24729064039408868,0.7527093596059113,0.0,0.0
7159,154.979996,69.9563,44.46732,26.76971,69.09638,0.00704083685375176,0.9929591631462482,0.24778325123152709,0.7522167487684729,0.0,0.0
7160,162.100006,70.17513,43.28854,82.72737,69.58201,0.04965490797546012,0.9503450920245398,0.24778325123152709,0.7522167487684729,0.0,0.0002724624999999
7161,150.059998,69.9563,43.28854,84.56586,69.63896,0.0680195415257422,0.9319804584742577,0.24778325123152709,0.7522167487684729,0.0,0.0
7162,133.309998,72.966,43.28854,97.79,69.32323,0.04106776180698152,0.9589322381930185,0.24778325123152709,0.7522167487684729,0.0,0.0
7163,118.580002,71.56757,43.28854,89.86517,69.05149,0.08053313309555096,0.919466866904449,0.24778325123152709,0.7522167487684729,0.0,0.0
7164,112.489998,73.27325,43.23251,109.56073,69.13295,0.06965361445783132,0.9303463855421685,0.24532019704433497,0.754679802955665,0.0,0.0
7165,115.93,73.86382,43.25815,114.37217,68.87817,0.08502772643253234,0.9149722735674677,0.24778325123152709,0.7522167487684729,0.0,2.909722222213221e-07
7166,118.529999,67.75082,43.24931,149.97558,68.95733,0.14751286449399656,0.8524871355060034,0.24532019704433497,0.754679802955665,0.0,0.0
