1.0,0.9,0.96,0.98,0.985,0.99,0.995,0.999
1.0,5.941563111092394e+20,111907759.2934495,9624.133432866473,954.8856219934273,95.85651878827112,9.734672413659045,1.5749557103144263
1.0,5.3474067999831556e+20,107431448.92171153,9431.650764209142,940.5623376635259,94.8979536003884,9.68599905159075,1.5733807546041119
1.0,4.81266611998484e+20,103134190.96484306,9243.01774892496,926.453902598573,93.94897406438453,9.637569056332795,1.5718073738495077
1.0,4.331399507986356e+20,99008823.32624933,9058.15739394646,912.5570940595944,93.00948432374068,9.589381211051132,1.5702355664756582
1.0,3.89825955718772e+20,95048470.39319935,8876.99424606753,898.8687376487005,92.07938948050327,9.541434304995876,1.5686653309091825
1.0,3.508433601468949e+20,91246531.57747138,8699.45436114618,885.38570658397,91.15859558569824,9.493727133470896,1.5670966655782734
1.0,3.157590241322054e+20,87596670.31437252,8525.465273923257,872.1049209852105,90.24700962984126,9.446258497803543,1.5655295689126951
1.0,2.8418312171898484e+20,84092803.50179762,8354.95596844479,859.0233471704322,89.34453953354284,9.399027205314525,1.5639640393437824
1.0,2.5576480954708636e+20,80729091.36172572,8187.856849075895,846.1379969628757,88.45109413820741,9.352032069287953,1.5624000753044387
1.0,2.3018832859237774e+20,77499927.70725667,8024.0997120943775,833.4459270084326,87.56658319682533,9.305271908941512,1.5608376752291342
1.0,2.0716949573313996e+20,74399930.5989664,7863.6177178524895,820.9442381033061,86.69091736485709,9.258745549396805,1.559276837553905
1.0,1.8645254615982598e+20,71423933.37500775,7706.345363495439,808.6300745317565,85.82400819120852,9.21245182164982,1.5577175607163511
1.0,1.6780729154384337e+20,68566976.04000744,7552.218456225531,796.5006234137802,84.96576810929643,9.166389562541571,1.5561598431556347
1.0,1.5102656238945904e+20,65824296.99840714,7401.17408710102,784.5531140625734,84.11611042820346,9.120557614728863,1.5546036833124792
1.0,1.3592390615051315e+20,63191325.11847085,7253.150605358999,772.7848173516348,83.27494932392143,9.074954826655219,1.5530490796291667
1.0,1.2233151553546184e+20,60663672.11373202,7108.087593251819,761.1930450913603,82.44219983068221,9.029580052521943,1.5514960305495376
1.0,1.1009836398191565e+20,58237125.229182735,6965.925841386783,749.7751494149899,81.6177778323754,8.984432152259332,1.549944534518988
1.0,9.90885275837241e+19,55907640.22001542,6826.607324559047,738.528522173765,80.80160005405163,8.939509991498037,1.5483945899844689
1.0,8.91796748253517e+19,53671334.6112148,6690.075178067866,727.4505943411585,79.99358405351111,8.894812441540546,1.5468461953944845
1.0,8.026170734281653e+19,51524481.22676621,6556.2736745065085,716.5388354260411,79.193648212976,8.850338379332843,1.54529934919909
1.0,7.223553660853487e+19,49463501.977695554,6425.148201016378,705.7907528946505,78.40171173084624,8.80608668743618,1.543754049849891
1.0,6.501198294768139e+19,47484961.89858773,6296.645236996051,695.2038916012308,77.61769461353778,8.762056253998999,1.542210295800041
1.0,5.851078465291325e+19,45585563.42264422,6170.712332256129,684.7758332272123,76.8415176674024,8.718245972729003,1.540668085504241
1.0,5.2659706187621925e+19,43762140.885738455,6047.298085611007,674.5041957288041,76.07310249072837,8.674654742865359,1.5391274174187368
1.0,4.739373556885973e+19,42011655.25030891,5926.352123898786,664.386632792872,75.31237146582109,8.63128146915103,1.537588290001318
1.0,4.265436201197376e+19,40331189.040296555,5807.82508142081,654.420833300979,74.55924775116289,8.588125061805275,1.5360507017113167
1.0,3.838892581077638e+19,38717941.47868469,5691.668579792395,644.6045208014642,73.81365527365125,8.54518443649625,1.5345146510096053
1.0,3.455003322969875e+19,37169223.819537304,5577.835208196546,634.9354529894423,73.07551872091474,8.50245851431377,1.5329801363585958
1.0,3.1095029906728874e+19,35682454.866755806,5466.278504032615,625.4114211946006,72.34476353370559,8.4599462217422,1.5314471562222371
1.0,2.7985526916055986e+19,34255156.672085576,5356.952933951963,616.0302498766816,71.62131589836854,8.417646490633489,1.529915709066015
1.0,2.518697422445039e+19,32884950.40520215,5249.813875272924,606.7897961285314,70.90510273938484,8.375558258180321,1.528385793356949
1.0,2.266827680200535e+19,31569552.388994064,5144.817597767465,597.6879491866034,70.196051711991,8.333680466889419,1.526857407563592
1.0,2.0401449121804816e+19,30306770.2934343,5041.921245812116,588.7226299488043,69.49409119487109,8.292012064554973,1.5253305501560284
1.0,1.8361304209624334e+19,29094499.481696926,4941.082820895873,579.8917904995723,68.79915028292238,8.250552004232198,1.5238052196058722
