Spot,FD1_down,FD2_down,FD1_up,FD2_up,FD1_up_percentage,FD2_up_percentage,FD1_down_percentage,FD2_down_percentage,FD_act_up,FD_act_down
48.39599940000001,117.88834399999999,24.715377999999998,34.026604,46.672286,0.0,1.0,0.0,1.0,0.00015018194444441999,0.0008807763888888001
38.7260004,260.82935799999996,26.24651,33.68554,46.638952,0.0,1.0,0.0,1.0,6.679972222219654e-05,0.0018523206944442909
30.0660004,257.748204,26.512626,32.520516,46.48293400000001,0.0,1.0,0.0,1.0,0.00029048944444439145,0.00022492749999995405
23.825999000000003,255.265618,26.493986,39.008504,46.507578,0.0,1.0,0.0,1.0,0.00063439944444434,0.00479962916666638
23.3819994,219.31191200000004,26.476464000000004,39.555955999999995,46.536941999999996,0.0,1.0,0.0,1.0,6.942569444442e-05,0.006563049722222056
24.6120004,96.355014,26.654933999999997,31.464114000000006,46.375032,0.0,1.0,0.0,1.0,2.4542361111095534e-05,0.00016090652777774706
30.5119998,51.567054000000006,20.604452000000002,32.07024,46.390752,0.0,1.0,0.0,1.0,5.927777777776e-05,0.00020598444444442
45.4699994,48.883062,20.918674,30.763094000000002,46.498384,0.0,1.0,0.0,1.0,6.786249999998439e-06,1.2508055555552171e-05
66.3859994,38.796,17.303722,32.535566,46.44961,0.0,1.0,0.0,1.0,0.0,4.8959444444423e-05
72.672,27.90385,16.66702,35.695645999999996,46.61262000000001,0.0,1.0,0.0,1.0,0.0,1.6820694444439492e-05
74.6619982,29.007424000000004,16.633661999999998,35.583625999999995,46.606086000000005,0.0,1.0,0.0,1.0,3.438124999998e-05,0.0
77.21600020000001,18.742914,15.956618,34.075918,46.556962,0.0,1.0,0.0,1.0,9.302208333330272e-05,0.0
72.418002,17.359854000000002,14.948958,13.01112,47.330514,0.0,1.0,0.0,1.0,0.00010243638888886,0.0
67.0420002,19.709652,14.905492,9.926436,47.141798,0.0,1.0,0.0,1.0,0.0,0.000361886249999952
67.5659998,26.20077,14.913208000000001,28.55363,47.542524,0.0,1.0,0.0,1.0,9.649999999995569e-06,0.0
79.73000119999999,26.0753,14.864686,42.483342,47.870219999999996,0.0,1.0,0.0,1.0,9.744694444441668e-05,3.6675833333319996e-05
89.0840022,28.39051,14.871281999999999,42.115108,48.097538,0.0,1.0,0.0,1.0,1.0966666666658081e-06,0.0011042412499999
98.880001,34.88825,14.993292,42.54577,47.876332,0.0,1.0,0.0,1.0,1.0624999999967835e-07,0.00010750736111107999
98.18800039999999,28.975102,16.840212,41.868424,47.636576,0.0,1.0,0.0,1.0,2.251152777777193e-05,1.789958333333096e-05
80.0299994,101.55681,16.898118,41.590118000000004,47.552098,0.0,1.0,0.0,1.0,5.230347222221294e-05,1.2570833333331519e-05
73.4819996,99.882704,17.255622,38.935006,47.522844,0.0,1.0,0.0,1.0,0.0001160408333333,3.206208333332424e-05
62.629999999999995,197.867886,17.290564,38.817904,47.36253,0.0,1.0,0.0,1.0,3.03834722221939e-05,0.00031153861111104
57.060000200000005,241.08910999999998,21.070036,33.92971,47.391362,0.0,1.0,0.0,1.0,0.00036071472222218,0.00120655666666654
49.5500002,240.452018,21.825002,27.14486,47.158064,0.0,1.0,0.0,1.0,5.5195031811490646e-05,0.0001381686750387804
26.3919996,145.954604,30.176313999999998,44.183396,46.164416,0.0,1.0,0.0,1.0,0.00016056444444441815,0.0008807763888888001
17.3220002,284.96124799999996,31.823818,42.790296,46.158908,0.0,1.0,0.0,1.0,0.0028879966666664767,0.001606199722222091
9.354,290.093226,32.130982,42.533898,45.96398,0.0,1.0,0.0,1.0,0.0003038337499999445,2.0080555555540435e-06
