Date,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-04,2023-02-05,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-11,2023-02-12,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-18,2023-02-19,2023-02-20,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-25,2023-02-26,2023-02-27,2023-02-28,2023-03-01,2023-03-02,2023-03-03,2023-03-04,2023-03-05,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31
11,0.0,0.0011752256944444252,0.0008972833333333068,0.0002504395833333146,0.0,0.0,0.0,8.063888888882629e-06,1.9012499999991267e-05,0.0,3.579374999998485e-05,0.0,3.506249999999008e-05,6.152777777761958e-07,0.0002841180555555114,0.0,0.0,0.0,0.0,0.0,5.649930555554307e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028049006944441423,0.0,0.0,4.043055555551511e-06,0.0,7.354305555551437e-05,4.955416666664448e-05,0.0,0.0006181944444443922,0.0,0.0,9.811041666663318e-05,6.354583333332177e-05,5.625000000009095e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4877777777769042e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.039513888888431e-05,0.0,1.1673611111100928e-06,0.0,0.0,0.0,0.0,0.0006936555555554531,0.0,0.0,0.0,0.0016645729166665378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003437729166666416,0.0032415451388886204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.580277777776598e-05
12,0.0,5.29166666665384e-07,0.0,0.0,0.0,0.0,0.0,8.819444444431291e-07,0.0,0.0,0.0,7.10847222221996e-05,0.0,0.0,0.0,0.0,0.0005252291666665689,0.00023670972222216886,0.0,0.0,0.0,0.0,0.0,0.0,6.069930555554591e-05,0.0,0.0,0.0,0.0,0.0002368374999999803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.928958333331538e-05,0.0,0.00018107361111109556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020318930555553246,0.0,0.0,3.1736111111019876e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030023041666664353,0.0,0.0,0.0,0.002176165277777657,0.0,0.0,0.0,0.00032130902777775144,0.0,0.0,0.0,0.0,0.001443772916666608,0.00038900486111107945,9.387083333331801e-05,0.0,7.309374999998594e-05,0.002407358333333122,7.819444444442602e-05,0.0,1.048611111108914e-06,0.0
13,0.0,0.000630727777777666,1.2006944444426577e-06,0.0,4.224305555555258e-06,4.4979861111101984e-05,0.0,0.0,8.73743055555244e-05,0.0,0.0,4.368611111109742e-05,0.0,0.0,0.0,0.0,2.111874999999319e-05,0.0,0.0,0.0,0.00010511805555553335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009104513194443886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718611111109766e-05,0.0,0.0001689611111110878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003719874999999541,0.0,0.0,1.423611111110211e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.634722222213732e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.344930555554231e-05,0.00035457916666662944,0.0,0.0,0.003605871527777586,2.8923611111064675e-06,0.0,0.0005410958333332872,0.0,0.0,0.0002563687499999413,0.0002859652777777565,0.0
14,0.0,0.0,0.00014006111111109485,0.00017542083333329592,9.561111111106888e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025595972222217583,0.0,0.0,0.0,0.0,0.0,0.0051945840277774534,0.0,0.0,0.00024098402777775676,0.00016372222222220184,0.0,0.0,6.484027777773349e-06,4.5868055555548574e-05,0.0,0.00011670902777775766,0.0,0.0002766951388888625,0.0,0.0,0.0003378749999999463,0.00014314583333331675,0.0,0.0,0.0,0.0,2.2022916666655234e-05,0.0,0.0,0.0,4.608333333328613e-06,0.0,0.0,0.0,0.00029216944444442365,0.004718660416666473,0.0,0.00014902638888886235,0.0007812409722221774,0.0011041409722221862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003719923611110682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021704374999997986,0.00012417361111109336,0.0,0.0,0.0,0.0009316381944443693,0.0,0.0,0.0005558256944444068,0.0
15,7.39048611110999e-05,0.0,4.5979166666644625e-05,0.0,0.0,0.0,0.0,0.0,6.103472222214437e-06,0.0,0.0,0.0003466631944443726,5.383333333332185e-05,0.0,0.0,1.2165277777772173e-05,0.0,0.0,4.407291666664796e-05,3.922152777776806e-05,0.0,0.0,0.0,0.0,0.0,0.0003690923611110936,0.002419066666666379,0.0,0.0,0.0,0.0,0.0,0.007191124999999366,0.0,1.689374999999327e-05,0.0,0.0,0.0,0.0,4.213888888885779e-06,0.01020122152777732,0.000687520833333254,0.0,5.555555555542608e-08,0.0,0.0,0.0,0.0,7.0555555555524345e-06,0.0,0.0,8.51520833333192e-05,0.0,9.746458333331049e-05,0.0,0.0,0.0,0.0,0.0,1.4757638888884076e-05,8.707986111109505e-05,0.0,0.00017328819444441547,2.222222222217043e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2037499999992702e-05,0.0,0.0,0.0,0.0,0.0,9.409722222218302e-06,0.0,0.0,3.237222222221201e-05,5.687499999984524e-07,0.0,0.0,0.0,0.00041565902777773527,0.0,0.0,0.0,0.000307769444444401
16,0.0030639597222219435,0.0,0.0026213618055553516,0.0,2.1874999999936684e-07,1.4263888888884758e-05,0.0,0.0,0.00015173958333331288,0.00024852291666664894,4.746180555554671e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00025973194444442845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011887986111110394,0.0,0.0,0.0,4.2799305555545094e-05,7.437499999987354e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.00401584583333305,3.508402777776828e-05,0.0,0.0,0.0,0.0,5.256249999996657e-06,0.0,0.0,3.7777777777739076e-06,4.128055555554609e-05,2.902083333332269e-05,4.142083333332103e-05,0.0,1.543055555555364e-06,0.0,0.00026054097222217876,0.00015768333333329436,0.0,0.00634293263888845,2.705624999999391e-05,0.0,3.125000000005053e-08,0.0025371826388886623,0.000461403472222167,0.0,0.0011333847222221082,0.0,0.0,0.0,0.0,0.0,0.0,8.625694444435912e-06,0.0,0.0,2.6168055555550277e-05,0.0,0.0,0.0012588083333332594,1.6388888888855628e-06,3.4104166666631346e-06,7.305555555530635e-07,0.0,9.216666666661667e-06,0.0,0.0,0.0,0.00010649166666664674,0.0,0.0,0.0,0.0
17,0.01607670972222159,0.0,0.0,0.0,0.0018521277777775356,0.0,0.0,0.0,0.0,0.00039449791666661604,0.0,0.000292368749999964,7.697291666664145e-05,0.0,0.0,0.0,1.9423611111088788e-06,0.0004778583333332974,0.0,0.0003012930555554884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038294305555548763,0.0,0.0,0.0,0.0,0.012382986111110168,0.0011992861111109457,0.0,9.999999999966825e-08,0.0,0.0,2.6854166666634426e-06,0.00010192291666665563,1.4062499999978327e-06,0.0,0.0033068451388885266,2.5670138888879516e-05,0.0,0.0,9.304166666659341e-06,0.0,0.0,0.0,5.138888888871978e-07,0.0,6.738749999999251e-05,0.0,5.60722222222074e-05,0.0008652576388888505,0.0010276993055554735,0.0,0.00012100069444440889,0.0,8.680555555549635e-06,0.0,0.00011643333333330267,0.0003952923611110738,0.0,0.00018878472222217773,0.0,0.0,0.00016349027777776224,0.0008073381944443734,0.0003598743055555135,0.0033817361111108334,1.1708333333304565e-06,0.0,0.00018838402777776597,0.018827268055554645,2.459722222219401e-06,1.5324305555551494e-05,0.0,3.368055555544005e-07,0.0,4.728819444443576e-05,0.0,0.0,0.0
18,0.01428004652777739,0.0,1.7965972222209438e-05,0.0,0.0,0.0,0.0,1.475347222221362e-05,4.545277777776382e-05,0.00019012222222218188,2.8709027777765367e-05,0.001302916666666452,2.2180555555547778e-05,1.638888888887734e-05,0.0,0.0,0.0,0.0,0.0,6.826388888886401e-05,0.0,0.0,0.0005409722222221313,0.0,0.0,0.00012445069444442928,0.0,0.0,8.333333333313912e-07,0.0,0.0012552083333332137,0.0,0.0,1.0763888888802123e-07,0.0,0.0,0.0,0.03274645833333219,8.784722222220746e-05,0.000255555555555518,0.0001734722222221895,0.0,0.0,0.0004215277777776737,3.534722222221435e-05,0.0,0.0,0.023908263888888122,0.000718263888888752,0.016442120138888305,7.708333333331652e-05,0.0018280395833330113,0.0,0.0,0.0,0.0,8.63888888888573e-05,1.8263888888873956e-05,0.00015430555555552948,0.00028471944444440615,0.0,8.520833333331732e-05,0.0,7.236111111108211e-05,6.319444444443285e-05,0.0,0.0,0.0009461805555554229,0.0,0.0,0.0010272222222221165,0.00010645833333330629,2.083333333328478e-06,0.00048297916666658345,4.2484027777758035e-05,0.0,0.0,2.777777777771304e-07,0.0,1.3611111111095179e-05,0.0,3.4097222222208383e-05,0.00011006944444441736,0.00014451388888885703,0.00019395833333324988,0.0,0.005861398611110801,0.0,0.0,0.0
19,0.0,0.0,0.008821805555554897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000131140972222199,0.0,0.0,0.0,2.523611111106858e-06,3.110972222221342e-05,0.0,0.0,1.3333333333326437e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.026388888884678e-06,0.0,4.848263888887101e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047159722222217266,1.3084722222215857e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027535986111108684,0.0,0.00029812569444439673,0.0007682930555554604,0.0,1.694444444444443e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.919166666665806e-05,0.0004414187499999568,0.0005451493055554973,0.0,0.00033224791666661206,0.0,0.0,0.0,6.792361111105371e-06,0.0,1.4161805555546161e-05,1.0694444444439257e-05,0.0,0.0,4.205486111109923e-05,1.4434722222216559e-05,5.20833333332761e-06,0.0,1.4097222222201703e-06,0.0,0.0,0.0,1.527777777769283e-08,0.0003877624999999426,4.097222222216621e-06,8.993055555553495e-05,0.00019137013888886323,0.0,0.0,0.0002839701388888506
20,0.0,0.0,0.0,0.0,0.0,0.0,3.994513888887595e-05,0.0,0.0,0.0,0.0,2.9176388888877782e-05,0.00012423402777776046,2.8079166666658613e-05,0.0,2.0861111111061506e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002194561805555378,0.00012564791666664022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021650138888887522,0.0006376312499999519,0.0,0.0,0.0,0.0,0.0,0.0,0.00013354513888886988,0.00025305694444442505,0.0019209284722220658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.888888888861705e-07,0.0,0.0,0.0003871770833332958,0.0,5.606874999999197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.80263888888826e-05,4.1453472222212875e-05,0.0,0.0,0.0,0.0,2.32381944444324e-05,0.0,0.0,0.00013333680555553803,0.0,0.0,0.0,0.0007030999999999072,0.00017588402777774922,0.00954151805555495,7.30284722222141e-05,7.888888888866556e-07,0.0034735923611108545
